"ano","idade","observado","previsto","IC_lower","IC_upper","sexo"
2019,55,0.0106650953251627,0.0107651543747111,0.0105932142151874,0.0110790989086847,"Masculino"
2019,60,0.0159239497138926,0.0158843676470712,0.015489302352628,0.0161945883177497,"Masculino"
2019,65,0.0233002936618777,0.0215787770494969,0.0211757846184886,0.0223154611372945,"Masculino"
2019,70,0.0329968630644727,0.0323539131719858,0.0319569631637033,0.0331270263896617,"Masculino"
2019,75,0.0518617482735886,0.0508554421807993,0.050132935748477,0.0519236438807203,"Masculino"
2019,80,0.0822478993861489,0.0847658199234912,0.0834052161601821,0.0863287469971374,"Masculino"
2019,85,0.133128731071637,0.136947114806588,0.133689296257713,0.138123781972804,"Masculino"
2019,90,0.218245697612099,0.199500118278576,0.19603563942246,0.206799887713647,"Masculino"
2016,0,0.0124091232661057,0.0133056615342106,0.0128655152533175,0.0136553372206934,"Ambos"
2016,1,0.00051606012802238,0.00051687935350958,0.000498154303151772,0.000534541443962447,"Ambos"
2016,5,0.000229295321325133,0.000248915725101767,0.000240326350759293,0.000254228990064237,"Ambos"
2016,10,0.000313367344695055,0.000326069287388027,0.000320613140034618,0.000334220843357474,"Ambos"
2016,15,0.00131539525181774,0.00120903369748835,0.00115123659505911,0.00130650020087887,"Ambos"
2016,20,0.00172517101099003,0.00169207426533218,0.00162774576856752,0.00172650637731688,"Ambos"
2016,25,0.00166855316511309,0.00172496810220641,0.00168781702764516,0.00177212807246374,"Ambos"
2016,30,0.00179273160027577,0.00188498288872241,0.00185637880884198,0.00190851152001343,"Ambos"
2016,35,0.0021815195706889,0.00220809675243906,0.0021721274916247,0.00224956186362994,"Ambos"
2016,40,0.00288930355316909,0.00291746951701663,0.00290136938765241,0.00295758036541747,"Ambos"
2016,45,0.00406083791787736,0.0040936367770207,0.00398965381010693,0.0042374827704144,"Ambos"
2016,50,0.0058704479267599,0.00595100829884571,0.00586561424506396,0.00604286295917282,"Ambos"
2016,55,0.00857398292088811,0.00867321527289579,0.0084963681942249,0.00893180003774775,"Ambos"
2016,60,0.0127050233325652,0.0129419535631258,0.0126078537193057,0.0132828818798994,"Ambos"
2016,65,0.018776211222079,0.0188767410159987,0.018656869535165,0.0192198569352571,"Ambos"
2016,70,0.0270010199312401,0.0269438543924952,0.0264460230191149,0.0275368174081485,"Ambos"
2016,75,0.0438231805970068,0.0428143189442844,0.0423027874270584,0.0442516242312135,"Ambos"
2016,80,0.071785963018506,0.0724310430479058,0.0714299713203937,0.0734506770726304,"Ambos"
2016,85,0.120666463901105,0.122260821869515,0.119678270949656,0.123474038969681,"Ambos"
2016,90,0.198347613647501,0.192802467603791,0.190780730196161,0.196996681028851,"Ambos"
2017,0,0.0128637158516189,0.0129014249659765,0.0124746506787759,0.0132404772273004,"Ambos"
2017,1,0.000521083656793394,0.000504242479100755,0.000485975226308402,0.000521472759659621,"Ambos"
2017,5,0.000224941561485341,0.000242219654032994,0.000233861342075229,0.000247389987086356,"Ambos"
2017,10,0.000305496257606229,0.000325192820641096,0.000319751339286315,0.000333322465415532,"Ambos"
2017,15,0.00128021518482542,0.00118636911576206,0.0011296554795375,0.0012820085091752,"Ambos"
2017,20,0.00171512945491359,0.00167543168429853,0.00161173589748173,0.00170952513548943,"Ambos"
2017,25,0.00163202672975874,0.00169797935828145,0.00166140954712825,0.00174440146656954,"Ambos"
2017,30,0.00174428604743515,0.00185288424821028,0.00182476725608155,0.00187601221958971,"Ambos"
