sexo,idade,ano,observado,previsto,lower,upper
Feminino,10,2017,2.4412719370633e-4,3.6090958684113143e-4,3.0870119705295716e-4,4.1110254869858656e-4
Feminino,15,2017,4.5535743860288e-4,0.00159944665316582,9.217005631794663e-4,0.002079270693030041
Feminino,20,2017,5.5760935075289e-4,0.00220836038181352,0.0012423113269816014,0.002882033061318623
Feminino,25,2017,6.5682042642084e-4,0.002104946373164807,0.0012688362211001304,0.0026868862141715805
Feminino,30,2017,8.8530008267802e-4,0.002223828307763503,0.001666113093202163,0.0027796773696277567
Feminino,35,2017,0.00126506929479191,0.0025761701130571383,0.0020088013787410855,0.0031002757994635414
Feminino,40,2017,0.00184222125357385,0.00336550891525706,0.00274163351320089,0.004000187548909544
Feminino,45,2017,0.00272302739757205,0.0046490265525505345,0.0035241160826655544,0.005430413854058854
Feminino,50,2017,0.00402321274511456,0.006750327609533755,0.005563320933776445,0.007895260215331356
Feminino,55,2017,0.00599354483113515,0.009862074088086,0.008244471468990069,0.011471161496725182
Feminino,60,2017,0.00922338322135395,0.014160810129942643,0.012046893652781577,0.016252852801782514
Feminino,65,2017,0.0141235800508043,0.020306985792739048,0.01754215344936506,0.023014916174474067
Feminino,70,2017,0.0205736387689359,0.0301002920799496,0.025901324390828446,0.03414162071764729
Feminino,75,2017,0.035936673507818,0.04764490623417084,0.042568141170862946,0.05269384244553676
Feminino,80,2017,0.0625697982042192,0.07873347941785645,0.071797570388814555,0.08565591447168093
Feminino,85,2017,0.109264525517984,0.12985005432308527,0.11909182817345956,0.13746815980826804
Feminino,90,2017,0.188929447183116,0.19873486913020122,0.1933100306944832,0.20375296961126832
Feminino,0,2018,0.0115660615701648,0.0117862917090454,0.010870300434886185,0.012691623071173278
Feminino,1,2018,4.7500172266825e-4,5.007844267591729e-4,4.677361040185786e-4,5.341399634546735e-4
Feminino,5,2018,1.9550527031391e-4,2.370523288071357e-4,2.1390912207464152e-4,2.59125776771699e-4
Feminino,10,2018,2.3996072539845e-4,3.5647872291628e-4,2.870147474283686e-4,4.0523462577699856e-4
Feminino,15,2018,4.4661736162585e-4,0.0015962382973087272,0.0010925001230029942,0.002079312905755416
Feminino,20,2018,5.5612430851195e-4,0.0022004558231936986,0.0015195928820232244,0.002875012595078159
Feminino,25,2018,6.4471959820997e-4,0.002081614691504717,0.0014873525906931326,0.0026674216719803044
Feminino,30,2018,8.687243514695e-4,0.0021930113504701116,0.0015813221656351324,0.00274365815702357
Feminino,35,2018,0.00123483820321334,0.002508224979396513,0.001816829440221106,0.003036532447252423
Feminino,40,2018,0.00179901836688201,0.003294790546949143,0.002621922110971593,0.003907335659377498
Feminino,45,2018,0.00265208163112524,0.004553485540219622,0.003658171504767759,0.005346986199561625
Feminino,50,2018,0.00392767109644891,0.006618735781388634,0.005420818088973242,0.007757359661247837
Feminino,55,2018,0.00586148485455785,0.009687750265114094,0.008078100073504142,0.01121490314560896
Feminino,60,2018,0.00910904821087955,0.013889815377419294,0.011026472417980276,0.015961856563914717
Feminino,65,2018,0.0139593239896324,0.019780423137802663,0.0162015209950022,0.022414671476652662
Feminino,70,2018,0.0202665618718869,0.02949665541556017,0.0252815953876866,0.033633908764628476
Feminino,75,2018,0.0354036264134805,0.046934444753362954,0.041639142327980064,0.051938428641179486
Feminino,80,2018,0.06206141626521,0.07796531347354747,0.06857013418010054,0.08496095428640078
Feminino,85,2018,0.108082008616847,0.12908010019765423,0.11829143171477237,0.13662434298482615
Feminino,90,2018,0.189484833941721,0.1979280675062496,0.19303238248202514,0.20279100113732504
Feminino,0,2019,0.0111103224066213,0.011358027652968741,0.010384114000358702,0.012302958901449227
Feminino,1,2019,4.5360873187165e-4,4.8534238819022713e-4,4.515042133066646e-4,5.20595213373143e-4
Feminino,5,2019,1.9979483585455e-4,2.3155381124623285e-4,2.0768627371228892e-4,2.5551523654188883e-4
Feminino,10,2019,2.3598094242949e-4,3.5290357617563716e-4,2.9957159554682284e-4,4.0516473751914944e-4
Feminino,15,2019,4.3494563935497e-4,0.0015950625675437116,9.194385565126752e-4,0.0020760358533271003
Feminino,20,2019,5.6319635797292e-4,0.0021930957699046356,0.0015080476003452312,0.0028645932618267802
Feminino,25,2019,6.4903775830651e-4,0.0020551593390751486,0.0014627910591593566,0.0026279029293432427
Feminino,30,2019,8.6696818259734e-4,0.002151474920058877,0.0015739549399758502,0.0027066210780870266
Feminino,35,2019,0.00122439416012776,0.00244984020589985,0.0018754264200688956,0.0029585806541453856
Feminino,40,2019,0.00179304912418174,0.003228275875595413,0.0025596545969708115,0.0038473162344352134
Feminino,45,2019,0.00262000457348761,0.00446499593434875,0.003620250382698133,0.0052875884182192944
Feminino,50,2019,0.00387039092366506,0.006502872763671227,0.005276997915434053,0.0076682480541214355
Feminino,55,2019,0.0058013197946986,0.009544836481164684,0.007942964913444706,0.011073816744690617
Feminino,60,2019,0.00902671271826711,0.01366435919100799,0.01087174700880737,0.01567704878945157
Feminino,65,2019,0.0139665044856012,0.019332930965834955,0.01606585346011964,0.022278419052676114
Feminino,70,2019,0.0200358084091665,0.028982277080554494,0.024510480092277243,0.03286579559082041
Feminino,75,2019,0.0350597318216265,0.04620069407198691,0.039990565739899654,0.0513670749747494
Feminino,80,2019,0.0618696550980123,0.0771425459599927,0.06859993541072361,0.08450171902727473
Feminino,85,2019,0.108013218777689,0.1283417548995371,0.12061111521362831,0.13594137366176082
Feminino,90,2019,0.189993298255459,0.19735999414606786,0.19257386022976772,0.2021292943282557
Masculino,0,2016,0.0135205973397519,0.01300772019463683,0.01259122649646037,0.013427599019785115
Masculino,1,2016,5.4789504802886e-4,5.4091654568024e-4,5.221689061967886e-4,5.569904935845614e-4
Masculino,5,2016,2.5457454462478e-4,2.4640727949166855e-4,2.389466659893743e-4,2.5214702387684645e-4
Masculino,10,2016,3.7960323318008e-4,3.4630515995852574e-4,3.287974647303759e-4,3.6500412862351027e-4
Masculino,15,2016,0.00214515092977761,0.0015063577390524842,0.0012303489119228157,0.001793074707525821
Masculino,20,2016,0.00289378198862236,0.00203848857461198,0.0016999025805853692,0.002533801165233338
Masculino,25,2016,0.00268515843763769,0.001992791554357857,0.001700111727885428,0.0022877990739488697
Masculino,30,2016,0.00271249478754558,0.0021240606267385487,0.0018716021397580534,0.0023791254485618554
Masculino,35,2016,0.00310993240598961,0.0024867237617773956,0.002221653364632108,0.0028579854601364623
Masculino,40,2016,0.00396177403582487,0.0032947112208933,0.0029994213345283438,0.003597491935244153
Masculino,45,2016,0.00545824255628177,0.004544987531600897,0.004131806930313822,0.00497971765793297
Masculino,50,2016,0.00781993137467045,0.0065385837818641825,0.0059868623900491596,0.007090707458742321
Masculino,55,2016,0.0113042803424906,0.009474089054989403,0.008641725691428005,0.010585066072439255
Masculino,60,2016,0.0165607458082245,0.01387989792254891,0.012723634134254974,0.015084552445031856
Masculino,65,2016,0.0239560642409194,0.020093193858865793,0.01862312657732337,0.02167181288027504
Masculino,70,2016,0.034507055246693,0.02931961877593532,0.027196070152590197,0.03155544687972328
Masculino,75,2016,0.0536727922224078,0.046576336202079606,0.043671982278331044,0.04979190022351329
Masculino,80,2016,0.084518761697297,0.07633221098859926,0.07298115848482428,0.07987758604033404
Masculino,85,2016,0.136130545446371,0.12647164661846688,0.12180469915166621,0.13307542624623575
Masculino,90,2016,0.213843239645728,0.19846641069783605,0.19326308194200376,0.20436831086975496
Masculino,0,2017,0.0138348693738661,0.012729042479980572,0.01222032888521708,0.013293130204187242
Masculino,1,2017,5.5006395551936e-4,5.256367371830772e-4,4.995470135915226e-4,5.42956407966938e-4
Masculino,5,2017,2.5160117756853e-4,2.4121089799390857e-4,2.3279997864051358e-4,2.472475110247722e-4
Masculino,10,2017,3.6412676665286e-4,3.4241828566216714e-4,3.2670468524638116e-4,3.6009020034994744e-4
Masculino,15,2017,0.00208299015362052,0.001505708324746467,0.0012237573571780213,0.001815505173363329
Masculino,20,2017,0.00287377991422719,0.0020331856230824314,0.0016904029588296833,0.0023852489561642085
Masculino,25,2017,0.00262423261934667,0.001979464032738363,0.0016839653005337833,0.0022776027981487815
Masculino,30,2017,0.00263084755725137,0.00209383991054611,0.0018475482486751211,0.002346971151887743
Masculino,35,2017,0.00301870070986003,0.002453741694313626,0.0022040792385768673,0.002708187023354258
Masculino,40,2017,0.00383364674497096,0.003244927417520224,0.002955217264334117,0.0035574690306110677
Masculino,45,2017,0.00529782126541753,0.004480986377824229,0.004081945967984204,0.004872090965684123
Masculino,50,2017,0.00765941016976272,0.00645415759588285,0.005923858385235865,0.007178917258286468
Masculino,55,2017,0.0110814293537621,0.0093992632482129,0.008577936316483759,0.01051362928979212
Masculino,60,2017,0.0164329561480826,0.01378245796113496,0.012564566480282655,0.015053633288744137
Masculino,65,2017,0.0237002180266519,0.019943079419325018,0.0186028300094809,0.02134719894892561
Masculino,70,2017,0.0339966389886845,0.029021885458953137,0.026922346880327023,0.031101349358166264
Masculino,75,2017,0.0530386482350519,0.04622974133141312,0.043297310060474214,0.050258698275089844
Masculino,80,2017,0.0837252295000329,0.07584761235065927,0.07260788770099595,0.0792924650235853
Masculino,85,2017,0.134126472285394,0.12622416319713894,0.12132271723275752,0.13129050996310462
Masculino,90,2017,0.215434512173449,0.1980291603051552,0.19316424885442007,0.2031634692988433
Masculino,0,2018,0.0135786263750232,0.012318745061101947,0.01166137515669919,0.012975073708728023
Masculino,1,2018,5.4849623671563e-4,5.075391055261971e-4,4.8296909427774563e-4,5.275786160263454e-4
Masculino,5,2018,2.48054140372e-4,2.3597713162601142e-4,2.2789792089150028e-4,2.4318735549579284e-4
Masculino,10,2018,3.4759877331354e-4,3.364767300117914e-4,3.2268637381057427e-4,3.529517490794356e-4
Masculino,15,2018,0.00191994087257499,0.0015034618814832772,0.0012134104486691982,0.0019064457877331219
Masculino,20,2018,0.00274528373722183,0.002029416707252317,0.001683862219009646,0.0025287193021440416
Masculino,25,2018,0.00251330676859386,0.001968063474358313,0.0016707945933594264,0.0023929384914985093
Masculino,30,2018,0.00254425755574667,0.0020680075102149273,0.001822165900198783,0.002312367742262002
Masculino,35,2018,0.00292157786050983,0.002412657521338797,0.002176658003207327,0.002668071116155662
Masculino,40,2018,0.00371469870311863,0.0031780680004773573,0.0029058830347102947,0.0034790036339408656
Masculino,45,2018,0.0051087793614081,0.00440263499831692,0.004022463714687553,0.004813151581256523
Masculino,50,2018,0.00748051327322415,0.006357082759639974,0.00584612159395877,0.006889325260919977
Masculino,55,2018,0.010786702996587001,0.009293303730937168,0.008488640047134635,0.010143524348580676
Masculino,60,2018,0.016143986391298,0.013653777176676376,0.012345826857117074,0.014996759582404593
Masculino,65,2018,0.0233861321914028,0.019721091657921633,0.01840918733101027,0.02109653589219121
Masculino,70,2018,0.033387336665686,0.02865140703041125,0.026644086228534647,0.030727901337792744
Masculino,75,2018,0.0522667739342522,0.04572914747304093,0.042863781931914376,0.04876312892211622
Masculino,80,2018,0.0828584909899789,0.07526173451889419,0.07220824419001544,0.0786159952759749
Masculino,85,2018,0.132574546138651,0.12569241779378343,0.12065248004000204,0.13091225522779215
Masculino,90,2018,0.216723711732269,0.1973695613109129,0.19280850447475728,0.20258202772288347
Masculino,0,2019,0.0132675217298844,0.0119075830610394,0.01114963248293179,0.012635654823997682
Masculino,1,2019,5.6100118987081e-4,5.015966543852443e-4,4.750982862609043e-4,5.27131982137532e-4
Masculino,5,2019,2.4322270760579e-4,2.3020518427675714e-4,2.221516874497101e-4,2.378389359294156e-4
Masculino,10,2019,3.3470480880897e-4,3.3161582378863713e-4,3.192195108901257e-4,3.459509404852461e-4
Masculino,15,2019,0.00166243520131769,0.0015035437676271073,0.001204550164498657,0.0017990440443335462
Masculino,20,2019,0.00248868207339464,0.0020240713024644317,0.0016670699083731375,0.0023772661393340255
Masculino,25,2019,0.00234412921090513,0.0019570716765238355,0.0016524884510628589,0.002380863222230616
Masculino,30,2019,0.00244345690282026,0.00204462287988682,0.0018049396780155985,0.0022828076508375245
Masculino,35,2019,0.00281326519263482,0.00238112284650545,0.002156349300188892,0.002671872640925241
Masculino,40,2019,0.00360208140826479,0.0031281816640035755,0.0028786802589088373,0.0034325407848256493
Masculino,45,2019,0.00497435134113222,0.004320040695951084,0.003925072999898923,0.004733658455795518
Masculino,50,2019,0.00737330116016342,0.006264444075768646,0.005751721577674233,0.006811139288818098
Masculino,55,2019,0.0106650953251627,0.009193436235434184,0.008416622479784254,0.010077379114682263
Masculino,60,2019,0.0159239497138927,0.013489369492987733,0.012123737487966538,0.015295212449283606
Masculino,65,2019,0.0233002936618778,0.019364424860378402,0.018044677401350077,0.02068703001158008
Masculino,70,2019,0.0329968630644726,0.028292059044095035,0.026338609908733372,0.03041338769916071
Masculino,75,2019,0.0518617482735885,0.04520758665373347,0.04236933556017509,0.04812732556754669
Masculino,80,2019,0.0822478993861486,0.07459595371358521,0.07153781318623564,0.07800680292634012
Masculino,85,2019,0.133128731071637,0.12498017397775286,0.1196087380368309,0.13052828563458255
Masculino,90,2019,0.2182456976121,0.1967919240362111,0.1927013238375418,0.20215377489822728
