sexo,idade,ano,observado,previsao_combinada,ARIMA,ETS,FDM,LC,CNNGRU,CNN,GRU
Feminino,90,2017,0.188929447183116,0.1873370006629531,0.188687920239193,0.188648843201064,0.191016806723904,0.185046121069769,0.1861822266200414,0.1863584823162451,0.1863843760159729
Feminino,0,2018,0.0115660615701648,0.010572337265204523,0.0100779962491395,0.0103071144115958,0.0111657307001579,0.0101886094245027,0.0106777178003377,0.0104755169047507,0.0112209702527429
Feminino,1,2018,0.0004750017226682,0.00044428390499012517,0.0004626341041496,0.0004572490084189,0.0004960768607292,0.0004209665564831,0.00044568156662939,0.0004327876295855,0.00045898865238001
Feminino,5,2018,0.0001955052703139,0.00020100364113963208,0.0001942089275115,0.0001942705202051,0.0001968689314086,0.0002040745291914,0.0002111046427421,0.00021237506858946,0.00021286934282426
Feminino,10,2018,0.0002399607253984,0.00023932076105155118,0.0002361779922599,0.0002358468850479,0.0002482776855968,0.0002406916552513,0.00025063717817866,0.00024838600573643,0.00025402401080696
Feminino,15,2018,0.0004466173616258,0.0004586338014984833,0.000443627291955,0.0004351684313507,0.0004432945620353,0.0004599010642085,0.0004609170648351,0.00046434813594091,0.00046882319879626
Feminino,20,2018,0.0005561243085119,0.000556935635092959,0.000566353043495,0.0005627626375016,0.0005607748786178,0.0005412426608491,0.00054973342518198,0.00056051081207033,0.00056408374400312
Feminino,25,2018,0.0006447195982099,0.0006702679418256383,0.0006687957555158,0.0006738982146911,0.0006924049680057,0.0006488840178779,0.00068586331538317,0.0006799891467943,0.00069874537829859
Feminino,30,2018,0.0008687243514695,0.0009043626032192469,0.0008870511366125,0.0008800713195855,0.0009175483691713,0.0008733524301125,0.00092173688576727,0.00091481187134896,0.00093457337887216
Feminino,35,2018,0.0012348382032133,0.0012782526863315269,0.0013102851258633,0.0012964574978695,0.0013483957980563,0.0012274599779087,0.0012810945634788,0.0012654423781876,0.0012904126154138
Feminino,40,2018,0.001799018366882,0.0018526140328722334,0.0018769070394034,0.0018394922861484,0.0019023422384983,0.0018013277352117,0.0018513229142974,0.001891682888553,0.0019110784644464
Feminino,45,2018,0.0026520816311252,0.0026963022097183046,0.0026962683867894,0.0026896116173465,0.0027598206782411,0.0026606803692225,0.0026974543831718,0.0027220999729158,0.0027945910213019
Feminino,50,2018,0.0039276710964489,0.003924023843761487,0.0038880485956601,0.0038880675004189,0.0041655070105779,0.0039149657630674,0.0039322605101315,0.0039408548161333,0.0040654550043389
Feminino,55,2018,0.0058614848545578,0.005931101827056939,0.0059900320235318,0.006019515118554,0.0061439131086795,0.0058489419461631,0.0058142764545326,0.0057460071537573,0.0059675431308568
Feminino,60,2018,0.0091090482108795,0.0087385257929113,0.0089981464404559,0.0089987859457734,0.0092706590413312,0.0087369358468198,0.0086664668106076,0.008507593107184,0.0088107479822337
Feminino,65,2018,0.0139593239896324,0.013728351849487421,0.0136767457070644,0.0136741929556919,0.0142759660294558,0.0138028723377664,0.0137227391246212,0.013572120281071,0.0139034625424309
Feminino,70,2018,0.0202665618718869,0.020117303838947206,0.0201898867537523,0.0201941147613482,0.0208218986930719,0.0202588433494986,0.0199245208257552,0.0197496925419434,0.0202716362122802
Feminino,75,2018,0.0354036264134805,0.035090063645881395,0.0354594472482217,0.0354476062195123,0.0363853401580809,0.035483840366832,0.0348853182497769,0.0345466346854618,0.035525735155705
Feminino,80,2018,0.06206141626521,0.061861224221008086,0.0615812445120707,0.0614828689374319,0.063934903910694,0.0624231086788414,0.0617968909519701,0.0615614199653011,0.0624156539427473
Feminino,85,2018,0.108082008616847,0.11067268178561693,0.110728241991172,0.110504256516945,0.111262991389726,0.109556422542591,0.1101150379204028,0.1099299677881887,0.1111433578180693
Feminino,90,2018,0.189484833941721,0.18710816969895663,0.188687920239193,0.188648843201064,0.191464702099208,0.18479551662115,0.1855947191952365,0.1858973078063981,0.1858223927716382
Feminino,0,2019,0.0111103224066213,0.010702959828658683,0.0095825667876454,0.009874130364221,0.0109028422160367,0.0096880479207417,0.0111103224066212,0.0111103224066212,0.0111103224066212
Feminino,1,2019,0.0004536087318716,0.00044355256030649505,0.0004534843724239,0.0004459745249307,0.0004866667602691,0.0004002161576764,0.00045360873187165,0.00045360873187165,0.00045360873187165
Feminino,5,2019,0.0001997948358545,0.00019411622410944187,0.0001892333952521,0.0001893134732316,0.0001946952355494,0.0001989362154984,0.00019979483585455,0.00019979483585455,0.00019979483585455
Feminino,10,2019,0.0002359809424294,0.00023355271539759223,0.0002315559154253,0.0002312099734194,0.0002461969165834,0.00023620063423,0.00023598094242949,0.00023598094242949,0.00023598094242949
Feminino,15,2019,0.0004349456393549,0.0004367749809352913,0.0004367648834164,0.0004235318533758,0.0004383887131453,0.0004541830773635,0.00043494563935497,0.00043494563935497,0.00043494563935497
Feminino,20,2019,0.0005631963579729,0.0005597360322205109,0.0005658216799562,0.0005613202246144,0.0005570596053446,0.0005330078068999,0.00056319635797292,0.00056319635797292,0.00056319635797292
Feminino,25,2019,0.0006490377583065,0.0006583189646984767,0.0006627975422635,0.0006693605753409,0.0006875864795474,0.000636430217947,0.00064903775830651,0.00064903775830651,0.00064903775830651
Feminino,30,2019,0.0008669681825973,0.000868453815312805,0.0008741570171951,0.0008652611649123,0.0009081900303594,0.0008567046034706,0.00086696818259734,0.00086696818259734,0.00086696818259734
Feminino,35,2019,0.0012243941601277,0.0012396635221191851,0.0013053263476516,0.0012888141468098,0.001338093484,0.001202796637687,0.0012243941601277,0.0012243941601277,0.0012243941601277
Feminino,40,2019,0.0017930491241817,0.001814539783235554,0.001864178526042,0.0018147968105669,0.0018847197135357,0.0017636848383649,0.0017930491241817,0.0017930491241817,0.0017930491241817
Feminino,45,2019,0.0026200045734876,0.0026332876319330534,0.0026547038357366,0.0026466712429573,0.0027331999409056,0.0026008646724413,0.0026200045734876,0.0026200045734876,0.0026200045734876
