ano,idade,observado,previsto,inferior,superior,sexo
2018,85,0.10808200861684691,0.10992996778818873,0.1075387008926523,0.11230247596598555,Feminino
2018,90,0.18948483394172003,0.1858973078063981,0.1840035685159035,0.18933715407363236,Feminino
2019,0,0.01111032240662129,0.01111032240662129,0.01077528913875931,0.01150353088998894,Feminino
2019,1,4.5360873187165e-4,4.5360873187165e-4,4.3849077837845e-4,4.7593502823752e-4,Feminino
2019,5,1.9979483585455e-4,1.9979483585455e-4,1.8895442361919e-4,2.050335202149e-4,Feminino
2019,10,2.3598094242949e-4,2.3598094242949e-4,2.2982069597036e-4,2.4367901327152e-4,Feminino
2019,15,4.3494563935497e-4,4.3494563935497e-4,4.2050740060627e-4,4.4936889050912e-4,Feminino
2019,20,5.6319635797292e-4,5.6319635797292e-4,5.4563717369083e-4,5.8460477604044e-4,Feminino
2019,25,6.4903775830651e-4,6.4903775830651e-4,6.3659733687141e-4,6.6875632278735e-4,Feminino
2019,30,8.6696818259734e-4,8.6696818259734e-4,8.4449442842704e-4,8.8826397446073e-4,Feminino
2019,35,0.00122439416012775,0.00122439416012775,0.0011863647409677,0.00126066860632356,Feminino
2019,40,0.00179304912418173,0.00179304912418173,0.00173938000709408,0.00183923091287463,Feminino
2019,45,0.0026200045734876,0.0026200045734876,0.00257449693273689,0.00269637876735807,Feminino
2019,50,0.00387039092366507,0.00387039092366507,0.00379406916208193,0.00400248609132917,Feminino
2019,55,0.00580131979469859,0.00580131979469859,0.00570581697557942,0.00593010240037761,Feminino
2019,60,0.00902671271826715,0.00902671271826715,0.00884721151353386,0.00927124418786347,Feminino
2019,65,0.01396650448560127,0.01396650448560127,0.01371708996428802,0.01421312840053461,Feminino
2019,70,0.02003580840916646,0.02003580840916646,0.01952526360957899,0.02053749073827723,Feminino
2019,75,0.03505973182162644,0.03505973182162644,0.0346525894759357,0.03561296120444517,Feminino
2019,80,0.06186965509801238,0.06186965509801238,0.06080177214046355,0.06299935254210552,Feminino
2019,85,0.10801321877768952,0.10801321877768952,0.10566364623127444,0.11034435968508968,Feminino
2019,90,0.18999329825545977,0.18999329825545977,0.18805783303499657,0.19350893678468584,Feminino
2016,0,0.0135205973397519,0.01242708686886793,0.01203728943404587,0.01264149279038805,Masculino
2016,1,5.4789504802886e-4,5.2052058803303e-4,5.0304726347463e-4,5.332551415109e-4,Masculino
2016,5,2.5457454462478e-4,2.5111782975874e-4,0.00024558260776977997,2.5605734385292e-4,Masculino
2016,10,3.7960323318008e-4,4.2099026586689e-4,3.995288406699e-4,4.269852146571e-4,Masculino
2016,15,0.0021451509297776,0.00206425025186521,0.00201258521436415,0.00215572013983957,Masculino
2016,20,0.00289378198862236,0.00291458911354564,0.00288528409364415,0.00294943449009724,Masculino
2016,25,0.00268515843763768,0.00272555024451633,0.00268573854773177,0.00275558469671556,Masculino
2016,30,0.00271249478754557,0.00269836498185161,0.00265805711652585,0.00276031914230612,Masculino
2016,35,0.00310993240598959,0.00304893562087905,0.0030010995732628,0.00314175010836373,Masculino
2016,40,0.00396177403582485,0.00392172944459351,0.0038660474447067498,0.00398066789065743,Masculino
2016,45,0.00545824255628175,0.00532484100364457,0.00523254488033785,0.005457710071078,Masculino
2016,50,0.00781993137467047,0.00779752858236424,0.007675805794487,0.00786068883075409,Masculino
2016,55,0.01130428034249062,0.0113420236533022,0.01122958425984674,0.01142717309322283,Masculino
2016,60,0.01656074580822456,0.01615382156382606,0.01595024486177339,0.01648665004941708,Masculino
2016,65,0.0239560642409193,0.02252513586979244,0.02209944627342429,0.02359423209301734,Masculino
2016,70,0.0345070552466931,0.03404159298614753,0.03359581933848225,0.03447355525011716,Masculino
2016,75,0.05367279222240782,0.05143460279738731,0.05088540792950995,0.05275929796493028,Masculino
2016,80,0.08451876169729726,0.08448843815349283,0.08348337250290312,0.08532623773297557,Masculino
2016,85,0.13613054544637043,0.13749860297218172,0.13551580604906785,0.139090059536121,Masculino
2016,90,0.213843239645727,0.20146419173794045,0.19829967070009957,0.2092189867820425,Masculino
2017,0,0.01383486937386607,0.01199115035375335,0.01161502683439757,0.01219803501375549,Masculino
2017,1,5.5006395551936e-4,4.8541548519106e-4,4.6912060173511e-4,4.9729119116171e-4,Masculino
2017,5,2.5160117756853e-4,2.4533146818248e-4,2.3992379108295e-4,2.5015716393652e-4,Masculino
2017,10,3.6412676665286e-4,4.2402056019002e-4,4.0240465532874e-4,4.3005866071261e-4,Masculino
2017,15,0.00208299015362051,0.00212876669292121,0.00207548690723563,0.00222309539688969,Masculino
2017,20,0.0028737799142272,0.00288150440165865,0.00285253203521277,0.00291595423386459,Masculino
2017,25,0.00262423261934667,0.00263620845420715,0.00259770175932931,0.00266525839631127,Masculino
2017,30,0.00263084755725137,0.00259836684251464,0.00255955273787742,0.00265802505679014,Masculino
2017,35,0.00301870070986003,0.00291251450465365,0.00286681882594742,0.00300117611468895,Masculino
2017,40,0.00383364674497096,0.00374282430537119,0.00368968245928205,0.00379907404201556,Masculino
2017,45,0.00529782126541753,0.0052244307462898,0.00513387504630986,0.00535479430844217,Masculino
2017,50,0.00765941016976273,0.00764357749386656,0.00752425794895159,0.00770549073317055,Masculino
2017,55,0.01108142935376205,0.01125268303259122,0.01114112931928515,0.01133716175412434,Masculino
2017,60,0.01643295614808257,0.01614917817518892,0.01594565999091431,0.0164819109897957,Masculino
2017,65,0.02370021802665183,0.02206414600741395,0.02164716839349863,0.02311136256147002,Masculino
2017,70,0.03399663898868443,0.03312269634092429,0.03268895561749776,0.03354299849617381,Masculino
2017,75,0.05303864823505185,0.05097524249427244,0.05043095246296922,0.05228810686424721,Masculino
2017,80,0.083725229500033,0.0827859082140712,0.08180109568211652,0.08360682526029281,Masculino
2017,85,0.13412647228539454,0.13852458662922845,0.13652699452133174,0.14012791828418833,Masculino
2017,90,0.2154345121734489,0.1984176707685111,0.195301003295201,0.20605519859250973,Masculino
2018,0,0.01357862637502314,0.01159997718650108,0.01123612350148178,0.01180011289203917,Masculino
2018,1,5.4849623671563e-4,4.7086488219328e-4,4.5505844706107e-4,4.8238460717822e-4,Masculino
2018,5,2.48054140372e-4,2.4016719106167e-4,2.3487334666094e-4,2.4489130494218e-4,Masculino
2018,10,3.4759877331354e-4,4.1941330755576e-4,3.9803227322663e-4,4.2538580028205e-4,Masculino
2018,15,0.00191994087257498,0.00213015899121633,0.00207684435842655,0.00222454938991827,Masculino
2018,20,0.00274528373722183,0.00286165269396421,0.00283287992844539,0.00289586518903519,Masculino
2018,25,0.00251330676859385,0.00255962092036943,0.00252223292791902,0.0025878268990835,Masculino
2018,30,0.00254425755574667,0.00245098207448823,0.00241436958654136,0.00250725635085012,Masculino
2018,35,0.00292157786050984,0.00267684083170216,0.00263484273747887,0.00275832815736792,Masculino
2018,40,0.00371469870311863,0.00350249064138242,0.00345276113141694,0.00355512847850836,Masculino
2018,45,0.00510877936140808,0.00495573564649918,0.00486983727169481,0.00507939454511161,Masculino
2018,50,0.00748051327322416,0.00731718898735548,0.00720296450795055,0.00737645846858598,Masculino
2018,55,0.01078670299658702,0.01074543166086206,0.01063890659485122,0.01082610222861928,Masculino
2018,60,0.01614398639129798,0.01550972674504761,0.01531426717481406,0.01582928449453052,Masculino
2018,65,0.02338613219140276,0.02067497102445768,0.02028424663010995,0.02165625404824506,Masculino
2018,70,0.03338733666568615,0.03133008513192877,0.03091981859896697,0.03172764039643876,Masculino
2018,75,0.05226677393425202,0.0492710008941364,0.04874490796535782,0.05053997262201342,Masculino
2018,80,0.0828584909899788,0.0812392993670206,0.08027288513264415,0.08204488001609724,Masculino
2018,85,0.13257454613865152,0.13761759795486483,0.13563308506605798,0.13921043180804318,Masculino
2018,90,0.21672371173226923,0.19650383391056164,0.1934172282410278,0.20406769399016747,Masculino
2019,0,0.01326752172988438,0.01326752172988438,0.01285136257759658,0.01349642776818611,Masculino
2019,1,5.6100118987081e-4,5.6100118987081e-4,5.4216897440493e-4,5.747261026174e-4,Masculino
2019,5,2.4322270760578e-4,2.4322270760578e-4,2.3786151250208e-4,2.4800692381774e-4,Masculino
2019,10,3.3470480880897e-4,3.3470480880897e-4,3.1764208123608e-4,3.3947104297478e-4,Masculino
2019,15,0.00166243520131768,0.00166243520131768,0.0016208269820906,0.00173610008835924,Masculino
2019,20,0.00248868207339463,0.00248868207339463,0.0024636593772793,0.00251843551739181,Masculino
2019,25,0.00234412921090514,0.00234412921090514,0.00230988887299313,0.00236996055885969,Masculino
2019,30,0.00244345690282025,0.00244345690282025,0.00240695682502107,0.00249955840207597,Masculino
