ano,idade,observado,previsto,inferior,superior,sexo
2016,0,0.01124416537008222,0.01171338640121038,0.01147491558819796,0.01201103715921923,Feminino
2016,1,4.8265803913242e-4,4.7098264877613e-4,4.5636823236675e-4,4.9470246575846e-4,Feminino
2016,5,2.0280462595675e-4,2.1557848493234e-4,2.0815201958742e-4,2.2020642007761e-4,Feminino
2016,10,2.4412063146909e-4,2.5705911366568e-4,2.5042295470225e-4,2.6414372140854e-4,Feminino
2016,15,4.6653646507089e-4,4.7381348086469e-4,4.5865363893298e-4,4.894415899697e-4,Feminino
2016,20,5.606952952804e-4,5.6861658021333e-4,5.5058387860786e-4,5.9034321711596e-4,Feminino
2016,25,6.7065080285973e-4,7.0500022716542e-4,6.8682627375443e-4,7.324558885555e-4,Feminino
2016,30,9.0323417775662e-4,9.3867939274966e-4,9.1067535548306e-4,9.6043729302404e-4,Feminino
2016,35,0.00129813036448878,0.0013057581352889,0.00127346615527775,0.00134356674160081,Feminino
2016,40,0.0018801837204144,0.0019464942550003,0.00189434019393966,0.00199872190407586,Feminino
2016,45,0.00276913102869273,0.00286061642955723,0.00280826743759009,0.00290878828698274,Feminino
2016,50,0.00410540216228508,0.00410281045473377,0.00400097562316242,0.00418936205146781,Feminino
2016,55,0.00613897417303655,0.0061231093721035,0.00598598047796676,0.00627353618685723,Feminino
2016,60,0.00934098078133145,0.00910474428936415,0.00890573917682021,0.00940181529260613,Feminino
2016,65,0.01436179068180956,0.01426519820939862,0.01407110188659733,0.01454118214790157,Feminino
2016,70,0.0209030466156007,0.02068677337881863,0.02011823643327698,0.02119884738058594,Feminino
2016,75,0.03647200480332577,0.03608727824644163,0.03569002591771947,0.03680503354702539,Feminino
2016,80,0.06333005420745563,0.06334857021469555,0.06212466375031082,0.06429656282379231,Feminino
2016,85,0.11158010913499242,0.11231324529573208,0.10951365524014964,0.11450783739831066,Feminino
2016,90,0.19029955914338645,0.18641901153414364,0.18433163101007596,0.19022598026440288,Feminino
2017,0,0.01184574039962235,0.01141152165118512,0.0111791964505424,0.0117015016751651,Feminino
2017,1,4.906802113217e-4,4.6541415722656e-4,4.5097252903877e-4,4.8885353160497e-4,Feminino
2017,5,1.9698284661569e-4,2.1375538434443e-4,2.0639172300957e-4,2.1834418204383e-4,Feminino
2017,10,2.4412719370633e-4,2.5517631352562e-4,2.4858876035113e-4,2.6220903086763e-4,Feminino
2017,15,4.5535743860288e-4,4.7135274152606e-4,4.562716318823e-4,4.868996864084e-4,Feminino
2017,20,5.5760935075289e-4,5.6584500590472e-4,5.4790020003465e-4,5.8746574194067e-4,Feminino
2017,25,6.5682042642084e-4,7.0362416725116e-4,6.8548568680571e-4,7.3102623910523e-4,Feminino
2017,30,8.8530008267802e-4,9.3873539946352e-4,9.1072969132387e-4,9.6049459793247e-4,Feminino
2017,35,0.00126506929479191,0.00129887424050934,0.00126675250228082,0.00133648352164719,Feminino
2017,40,0.00184222125357384,0.00192929995894047,0.00187760659914534,0.00198106625671308,Feminino
2017,45,0.00272302739757206,0.00282193471415063,0.00277029359367167,0.00286945518397301,Feminino
2017,50,0.00402321274511457,0.004116996750824,0.00401480980474751,0.00420384761719087,Feminino
2017,55,0.00599354483113513,0.0060415487392237,0.0059062464202324,0.00618997184875712,Feminino
2017,60,0.00922338322135394,0.00891849773936587,0.00872356347323621,0.00920949186140175,Feminino
2017,65,0.01412358005080436,0.01399865481956697,0.01380818516153921,0.01426948203375191,Feminino
2017,70,0.02057363876893597,0.02045928665032844,0.01989700174841868,0.02096572951584876,Feminino
2017,75,0.03593667350781808,0.03573272720045426,0.03533937780471884,0.03644343068375087,Feminino
2017,80,0.06256979820421943,0.06287009501953483,0.0616554327872207,0.06381092738891173,Feminino
2017,85,0.10926452551798424,0.11197361877271766,0.10918249445983494,0.11416157459937644,Feminino
2017,90,0.1889294471831157,0.18638437601597296,0.18429738331450704,0.19019063743460368,Feminino
2018,0,0.01156606157016485,0.01122097025274297,0.01099252445514824,0.01150610814429059,Feminino
2018,1,4.7500172266824e-4,4.5898865238001e-4,4.4474640521764e-4,4.8210442290725e-4,Feminino
2018,5,1.9550527031391e-4,2.1286934282426e-4,2.0553620474244e-4,2.1743911941081e-4,Feminino
2018,10,2.3996072539845e-4,2.5402401080696e-4,2.4746620512482e-4,2.6102497042349e-4,Feminino
2018,15,4.4661736162585e-4,4.6882319879626e-4,4.5382302283102e-4,4.8428671006735e-4,Feminino
2018,20,5.5612430851195e-4,5.6408374400312e-4,5.4619479353971e-4,5.8563718284944e-4,Feminino
2018,25,6.4471959820997e-4,6.9874537829859e-4,6.8073266644117e-4,7.2595744967846e-4,Feminino
2018,30,8.687243514695e-4,9.3457337887216e-4,9.0669183813263e-4,9.5623610475455e-4,Feminino
2018,35,0.00123483820321334,0.00129041261541384,0.00125850013694105,0.00132777688773776,Feminino
2018,40,0.001799018366882,0.00191107846444644,0.00185987332851019,0.00196235584948909,Feminino
2018,45,0.00265208163112524,0.00279459102130195,0.00274345028764258,0.00284165103216178,Feminino
2018,50,0.0039276710964489,0.0040654550043389,0.00396454736305362,0.0041512185622605,Feminino
2018,55,0.00586148485455783,0.00596754313085686,0.00583389818994237,0.00611414813993445,Feminino
2018,60,0.00910904821087957,0.00881074798223371,0.00861816883469532,0.00909822642854789,Feminino
2018,65,0.01395932398963243,0.01390346254243093,0.01371428809745804,0.01417244810400275,Feminino
2018,70,0.02026656187188686,0.02027163621228021,0.01971450852870139,0.02077343403678881,Feminino
2018,75,0.03540362641348065,0.03552573515570505,0.03513466434887405,0.03623232168575616,Feminino
2018,80,0.06206141626521011,0.06241565394274731,0.06120977159875074,0.06334968573587435,Feminino
2018,85,0.10808200861684691,0.1111433578180693,0.10837292910797192,0.11331509041006546,Feminino
2018,90,0.18948483394172003,0.1858223927716382,0.18374169273780003,0.18961717761059765,Feminino
2019,0,0.01111032240662129,0.01111032240662129,0.01088412926943738,0.0113926486078394,Feminino
2019,1,4.5360873187165e-4,4.5360873187165e-4,4.3953342164159e-4,4.7645355668535e-4,Feminino
2019,5,1.9979483585455e-4,1.9979483585455e-4,1.9291210159175e-4,2.0408393521892e-4,Feminino
2019,10,2.3598094242949e-4,2.3598094242949e-4,2.2988893104747e-4,2.4248463097047e-4,Feminino
2019,15,4.3494563935497e-4,4.3494563935497e-4,4.2102938874623e-4,4.4929174426988e-4,Feminino
2019,20,5.6319635797292e-4,5.6319635797292e-4,5.4533554943863e-4,5.8471589011525e-4,Feminino
2019,25,6.4903775830651e-4,6.4903775830651e-4,6.3230644173819e-4,6.7431400678814e-4,Feminino
2019,30,8.6696818259734e-4,8.6696818259734e-4,8.4110353756312e-4,8.8706386958452e-4,Feminino
2019,35,0.00122439416012775,0.00122439416012775,0.0011941143474457,0.00125984684889131,Feminino
2019,40,0.00179304912418173,0.00179304912418173,0.00174500644783317,0.00184115958748899,Feminino
2019,45,0.0026200045734876,0.0026200045734876,0.00257205875420395,0.00266412460491305,Feminino
2019,50,0.00387039092366507,0.00387039092366507,0.00377432491911154,0.00395203947119708,Feminino
2019,55,0.00580131979469859,0.00580131979469859,0.00567139747588374,0.00594384118457611,Feminino
2019,60,0.00902671271826715,0.00902671271826715,0.0088294131650552,0.00932123769535247,Feminino
2019,65,0.01396650448560127,0.01396650448560127,0.01377647227411354,0.01423670969820854,Feminino
2019,70,0.02003580840916646,0.02003580840916646,0.01948516200792205,0.0205317686250419,Feminino
2019,75,0.03505973182162644,0.03505973182162644,0.03467379082559443,0.03575704981219833,Feminino
2019,80,0.06186965509801238,0.06186965509801238,0.06067432155588068,0.06279551617998319,Feminino
2019,85,0.10801321877768952,0.10801321877768952,0.10532081386707332,0.11012378869559589,Feminino
2019,90,0.18999329825545977,0.18999329825545977,0.18786589554466276,0.1938732595290709,Feminino
2016,0,0.0135205973397519,0.01424122582356408,0.01331470941614214,0.01488825288189007,Masculino
2016,1,5.4789504802886e-4,5.582030965048e-4,5.1592527088389e-4,0.00059095622269401005,Masculino
2016,5,2.5457454462478e-4,0.00026978495507019997,2.5343708246069e-4,2.7732591594842e-4,Masculino
2016,10,3.7960323318008e-4,4.1845366576904e-4,4.0022461246546e-4,4.2867480006879e-4,Masculino
2016,15,0.0021451509297776,0.00198199750783431,0.00190079682440204,0.00212563012935378,Masculino
2016,20,0.00289378198862236,0.00283285842928105,0.00277403790503446,0.00287330792801777,Masculino
2016,25,0.00268515843763768,0.00269410872916496,0.00264070673268503,0.00274441669051246,Masculino
2016,30,0.00271249478754557,0.00281032766250279,0.00274511818511022,0.0028582320987184,Masculino
2016,35,0.00310993240598959,0.00326831646537787,0.00321406159050242,0.00331449397252223,Masculino
2016,40,0.00396177403582485,0.00401571146185825,0.00396473984724008,0.00405096885313952,Masculino
2016,45,0.00545824255628175,0.00553013344437266,0.0054858067360863,0.00561698957557717,Masculino
2016,50,0.00781993137467047,0.00804820204373027,0.00794147116142071,0.00813799849499144,Masculino
2016,55,0.01130428034249062,0.0117161944092202,0.01155799581751681,0.01189520889178791,Masculino
2016,60,0.01656074580822456,0.01643690973938243,0.01617796549927372,0.01674235384614215,Masculino
2016,65,0.0239560642409193,0.02311496021311928,0.02286496880962199,0.02367383507557341,Masculino
2016,70,0.0345070552466931,0.03454169017115702,0.03399431757984879,0.03523364566705114,Masculino
2016,75,0.05367279222240782,0.05412130979393042,0.05295590847730854,0.05481676068402131,Masculino
2016,80,0.08451876169729726,0.08729538590941384,0.08456440937022375,0.08901435724854874,Masculino
2016,85,0.13613054544637043,0.13840153957146586,0.13573875974436686,0.13979089105810283,Masculino
2016,90,0.213843239645727,0.20267103782021045,0.19895530883023865,0.21041530933459385,Masculino
2017,0,0.01383486937386607,0.0141430953618804,0.01322296320002441,0.01478566402141811,Masculino
2017,1,5.5006395551936e-4,5.3231316430409e-4,4.9199622002865e-4,5.6354717277126e-4,Masculino
2017,5,2.5160117756853e-4,2.685967242147e-4,2.5232085356931e-4,2.7610447196436e-4,Masculino
2017,10,3.6412676665286e-4,4.1600601719374e-4,3.9788359054921e-4,4.2616736531678e-4,Masculino
2017,15,0.00208299015362051,0.00194163310421123,0.00186208611466483,0.00208234057315833,Masculino
2017,20,0.0028737799142272,0.00280389113475095,0.0027456720777124,0.00284392701855676,Masculino
2017,25,0.00262423261934667,0.0026417949654549,0.00258942992022911,0.00269112605501761,Masculino
2017,30,0.00263084755725137,0.00275349301336904,0.00268960229955597,0.00280042865442934,Masculino
2017,35,0.00301870070986003,0.00316625865465467,0.00311369796509129,0.00321099420373477,Masculino
2017,40,0.00383364674497096,0.00393851912379676,0.0038885273151593,0.00397309877702519,Masculino
2017,45,0.00529782126541753,0.00546099807025803,0.00541722551560855,0.00554676836308533,Masculino
2017,50,0.00765941016976273,0.00798692813294563,0.00788100983194616,0.00807604093092454,Masculino
2017,55,0.01108142935376205,0.01158822070524503,0.01143175008587095,0.01176527984757177,Masculino
2017,60,0.01643295614808257,0.01599629002598012,0.015744287232814472,0.01629354617667541,Masculino
2017,65,0.02370021802665183,0.02276900626014357,0.02252275639517598,0.02331951662765148,Masculino
2017,70,0.03399663898868443,0.03421842061536234,0.03367617078711433,0.03490390022241955,Masculino
2017,75,0.05303864823505185,0.05373645448350944,0.05257934030715047,0.054426960039328,Masculino
2017,80,0.083725229500033,0.08654874360549653,0.0838411252609455,0.08825301248690524,Masculino
2017,85,0.13412647228539454,0.13790070510244204,0.13524756109243696,0.139285028934645,Masculino
2017,90,0.2154345121734489,0.2016229373254482,0.1979264239936912,0.20932715982792985,Masculino
2018,0,0.01357862637502314,0.01381819797096136,0.01291920322853432,0.01444600544310491,Masculino
2018,1,5.4849623671563e-4,5.230624531276e-4,4.8344614981319e-4,5.5375366684425e-4,Masculino
2018,5,2.48054140372e-4,2.6915291357975e-4,2.5284334011767e-4,2.7667620779397e-4,Masculino
2018,10,3.4759877331354e-4,4.0879995080777e-4,3.9099144128e-4,4.1878528381054e-4,Masculino
2018,15,0.00191994087257498,0.00191572729597766,0.00183724164446277,0.0020545574067876,Masculino
2018,20,0.00274528373722183,0.00275433223870459,0.00269714220599581,0.00279366048654727,Masculino
2018,25,0.00251330676859385,0.00260160324016179,0.00255003486596466,0.00265018381667331,Masculino
2018,30,0.00254425755574667,0.00272586043161907,0.00266261089080478,0.00277232505171353,Masculino
2018,35,0.00292157786050984,0.00305813624512589,0.00300737041473921,0.00310134415042016,Masculino
2018,40,0.00371469870311863,0.00390185611182214,0.00385232966852152,0.00393611386887575,Masculino
2018,45,0.00510877936140808,0.00540648565234552,0.00536315004122934,0.00549139977456318,Masculino
2018,50,0.00748051327322416,0.0078729711587623,0.00776856409323304,0.0079608125011015,Masculino
2018,55,0.01078670299658702,0.01138193291403568,0.01122824770747698,0.01155584013681298,Masculino
2018,60,0.01614398639129798,0.01568798997991872,0.0154408440924865,0.01597951704688256,Masculino
2018,65,0.02338613219140276,0.0223231869531246,0.02208175868392183,0.02286291827530461,Masculino
2018,70,0.03338733666568615,0.03355656346518701,0.03302480190377169,0.03422878443636707,Masculino
2018,75,0.05226677393425202,0.0532333821837517,0.05208710072971088,0.05391742333432988,Masculino
2018,80,0.0828584909899788,0.08588968833558919,0.08320268808512638,0.08758097947358032,Masculino
2018,85,0.13257454613865152,0.13642459966724044,0.1337998552240877,0.1377941055336377,Masculino
2018,90,0.21672371173226923,0.20002465895681945,0.1963574481308977,0.2076678095776186,Masculino
2019,0,0.01326752172988438,0.01326752172988438,0.01240435329755566,0.01387031011780244,Masculino
2019,1,5.6100118987081e-4,5.6100118987081e-4,5.1851143904895e-4,5.9391849699288e-4,Masculino
2019,5,2.4322270760578e-4,2.4322270760578e-4,2.2848439931633e-4,2.5002120725626e-4,Masculino
2019,10,3.3470480880897e-4,3.3470480880897e-4,3.201240982074e-4,3.4288029651875e-4,Masculino
2019,15,0.00166243520131768,0.00166243520131768,0.00159432670270692,0.0017829095839179,Masculino
2019,20,0.00248868207339463,0.00248868207339463,0.00243700791180325,0.00252421718568382,Masculino
2019,25,0.00234412921090514,0.00234412921090514,0.00229766442701794,0.00238790189181408,Masculino
2019,30,0.00244345690282025,0.00244345690282025,0.00238676011625327,0.0024851077134743,Masculino
2019,35,0.00281326519263481,0.00281326519263481,0.00276656428327223,0.0028530133550016,Masculino
2019,40,0.00360208140826478,0.00360208140826478,0.0035563600193878,0.00363370718487858,Masculino
2019,45,0.00497435134113221,0.00497435134113221,0.00493447949662246,0.00505247837316294,Masculino
2019,50,0.00737330116016341,0.00737330116016341,0.00727552044664722,0.00745556751911725,Masculino
2019,55,0.01066509532516272,0.01066509532516272,0.0105210892595502,0.01082804981827583,Masculino
2019,60,0.01592394971389265,0.01592394971389265,0.01567308655752248,0.01621986157771415,Masculino
2019,65,0.02330029366187773,0.02330029366187773,0.02304829785220613,0.02386364952731556,Masculino
2019,70,0.03299686306447268,0.03299686306447268,0.03247397092019292,0.03365787185216058,Masculino
2019,75,0.05186174827358856,0.05186174827358856,0.05074500239381441,0.0525281641296694,Masculino
2019,80,0.0822478993861489,0.0822478993861489,0.07967483001620163,0.08386747847702494,Masculino
2019,85,0.13312873107163747,0.13312873107163747,0.13056739757345195,0.1344651511793991,Masculino
2019,90,0.21824569761209944,0.21824569761209944,0.21424442602304647,0.22658509310408603,Masculino
2016,0,0.01240912326610571,0.01403143687162995,0.01280175770703828,0.01453542819357973,Ambos
2016,1,5.1606012802238e-4,5.6195854834995e-4,5.0900223203632e-4,5.910092709011e-4,Ambos
2016,5,2.2929532132513e-4,2.5275870166599e-4,2.3248897934262e-4,2.6340331586899e-4,Ambos
2016,10,3.1336734469505e-4,3.4378762462301e-4,3.2701424632589e-4,3.5090064054451e-4,Ambos
2016,15,0.00131539525181774,0.00125717870209745,0.0012095030000071,0.00132385834320957,Ambos
2016,20,0.00172517101099002,0.00173487275649889,0.00169915779347139,0.0017745418074095,Ambos
2016,25,0.00166855316511308,0.00171578599384548,0.00168122537153265,0.00175111695360955,Ambos
2016,30,0.00179273160027577,0.00185440691036123,0.00182065047827426,0.00188696733148811,Ambos
2016,35,0.0021815195706889,0.00222283339331133,0.00220177942006588,0.00224078083978491,Ambos
2016,40,0.00288930355316909,0.00296753353165318,0.00293817146260071,0.00299206031225013,Ambos
2016,45,0.00406083791787735,0.00414292458341437,0.00411867991913621,0.0041811830803159,Ambos
2016,50,0.0058704479267599,0.00603243337121772,0.00595439534569491,0.00610290091058851,Ambos
2016,55,0.00857398292088811,0.00846237895664874,0.00832934093836509,0.00867353814580694,Ambos
2016,60,0.01270502333256524,0.0125669238916974,0.01239821388426032,0.012757684379956,Ambos
2016,65,0.01877621122207898,0.01876548126261031,0.01820090334178969,0.01909941425075552,Ambos
