
"year" "age" "V3" "V4" "V5"
"ANO" "IDADE" "Mulheres" "Homens" "Ambos"
"2000" "0" "0.0249710191748541" "0.032572374271601" "0.0288335682311102"
"2000" "1" "0.00104892627217668" "0.001249494616144" "0.00115023215350591"
"2000" "5" "0.000309852168446067" "0.000442807054604068" "0.000376489082507096"
"2000" "10" "0.00033708797359667" "0.000534970333463326" "0.000436038137256896"
"2000" "15" "0.00059044394681558" "0.00194652254187062" "0.00126580475369664"
"2000" "20" "0.000738104315362976" "0.00301779341546816" "0.00186651471982953"
"2000" "25" "0.000933671309259504" "0.00325097952436119" "0.00207485243728619"
"2000" "30" "0.0012792587416014" "0.00370471747530861" "0.00246560950076958"
"2000" "35" "0.00180524619699228" "0.0044717160047373" "0.00310266724302909"
"2000" "40" "0.0026951028508986" "0.00575548435972583" "0.00418439309228163"
"2000" "45" "0.00398616144633869" "0.00774562524064571" "0.00581358389663221"
"2000" "50" "0.00591273765164464" "0.0106812487653587" "0.00823056996503308"
"2000" "55" "0.00874667665948205" "0.015036830836844" "0.0117829089364854"
"2000" "60" "0.0133354217992944" "0.0216534454060133" "0.0172832123860045"
"2000" "65" "0.0197287393066323" "0.031569423948662" "0.0251973911178279"
"2000" "70" "0.0268750775400866" "0.0436559784330897" "0.0343898219185264"
"2000" "75" "0.0449137136153584" "0.0652140600688387" "0.0537199443052758"
"2000" "80" "0.0772236832041982" "0.099896993621282" "0.0864781064944538"
"2000" "85" "0.125559361479424" "0.145220226243354" "0.133317102314129"
"2000" "90" "0.188211837471929" "0.200163086410315" "0.192835501107438"
"2001" "0" "0.0234376522044069" "0.0300747601603721" "0.0268179282905423"
"2001" "1" "0.000971066881459723" "0.00114389502493855" "0.00105855178530714"
"2001" "5" "0.000306491444953686" "0.000429487534373617" "0.000368196473272375"
"2001" "10" "0.000333928281458025" "0.00052041472064211" "0.000427207631494269"
"2001" "15" "0.000571373931714288" "0.00197915785721289" "0.00127294853119214"
"2001" "20" "0.000711316545039302" "0.00304226007030355" "0.00186482666157161"
"2001" "25" "0.000905175883062169" "0.00322649885834678" "0.00204841002247107"
"2001" "30" "0.0012245837023146" "0.00363714312128725" "0.00240490571202799"
"2001" "35" "0.00174473037742008" "0.00437044417828209" "0.00302132613181121"
"2001" "40" "0.00259219385022911" "0.00561958927489749" "0.00406297389657514"
"2001" "45" "0.00389578048036993" "0.00760147894883314" "0.00569400006773723"
"2001" "50" "0.00576465574024565" "0.0104808144225132" "0.00805232207053706"
"2001" "55" "0.00847065191739926" "0.0146748622105287" "0.0114624560643164"
"2001" "60" "0.0129956926502653" "0.0212318050519517" "0.0169041733465204"
"2001" "65" "0.0192708530436496" "0.0309376882603427" "0.024659270428368"
"2001" "70" "0.0262778509952419" "0.0430013019087254" "0.0337488365214671"
"2001" "75" "0.0444753468343886" "0.0650210476895287" "0.0533272666451492"
"2001" "80" "0.0748469818866015" "0.0970743065606272" "0.0839567382576838"
"2001" "85" "0.125022470138914" "0.14536795603922" "0.132974852429854"
"2001" "90" "0.189015149582353" "0.201909070935087" "0.193984306887533"
"2002" "0" "0.0220273934323875" "0.0286316104420675" "0.0253979713873507"
"2002" "1" "0.000925592184708717" "0.00107861402941512" "0.00100321761731121"
"2002" "5" "0.000303755256746616" "0.000417338848680767" "0.000360818608873088"
"2002" "10" "0.000322396715606488" "0.000511419674802394" "0.000416975649381469"
"2002" "15" "0.000564170797402357" "0.00197717264312034" "0.00126870926056936"
"2002" "20" "0.000686350740101238" "0.00303216816794199" "0.00184722422499631"
"2002" "25" "0.000883115403241888" "0.00320607568263153" "0.00202713000760851"
"2002" "30" "0.00118311525110668" "0.00356482000882566" "0.00234856272133749"
"2002" "35" "0.00168424743505166" "0.00426693213909105" "0.00293941669381731"
"2002" "40" "0.00249717868870542" "0.00547348215568051" "0.00394067410356853"
"2002" "45" "0.00380205427966887" "0.00746888854424592" "0.00557881819481251"
"2002" "50" "0.00555857350865574" "0.0102467768736236" "0.00782759277010693"
"2002" "55" "0.00828833959551457" "0.0143741966040943" "0.0112197071850701"
"2002" "60" "0.0126117679565086" "0.0209240435211164" "0.0165555215188128"
"2002" "65" "0.0188538960171842" "0.0303702473960864" "0.0241751407892614"
"2002" "70" "0.0258032908597524" "0.0425893505916547" "0.0332857167790623"
"2002" "75" "0.0441405225469835" "0.064972431309065" "0.0530717057231236"
"2002" "80" "0.0733506801035299" "0.0959744844120902" "0.0826301724046926"
"2002" "85" "0.12461881571162" "0.1463872208153" "0.133050434600035"
"2002" "90" "0.19003442298772" "0.20483547588159" "0.195704689900298"
"2003" "0" "0.0214737289959989" "0.0271580776708843" "0.0243797658683278"
"2003" "1" "0.000867469791920853" "0.00100673864437778" "0.000938266055434626"
"2003" "5" "0.000297764273044965" "0.000406645580492006" "0.000352565349517795"
"2003" "10" "0.000315218179475301" "0.000493835012556729" "0.000404621077205577"
"2003" "15" "0.000552934907591777" "0.00195874308612608" "0.00125416993088937"
"2003" "20" "0.00067363854717294" "0.00301480608113819" "0.00183255091155762"
"2003" "25" "0.000851551280269063" "0.00313438892859394" "0.00197560148792602"
"2003" "30" "0.00113871641481261" "0.00345163889618549" "0.00227069847087434"
"2003" "35" "0.00163510584801252" "0.00417732330522904" "0.00287035909472239"
"2003" "40" "0.00241429604497207" "0.00537485417574125" "0.00384803095682116"
"2003" "45" "0.00370838446865579" "0.00731679293054989" "0.00545450950712908"
"2003" "50" "0.00541035155006703" "0.0100843056737496" "0.0076672911723759"
"2003" "55" "0.00804805078439413" "0.0141213241727525" "0.010969461422931"
"2003" "60" "0.0123606166281597" "0.0206564350795347" "0.0162951703817627"
"2003" "65" "0.0186186780595211" "0.0298912181236081" "0.0238304697018674"
"2003" "70" "0.0254734236345355" "0.0421478025908911" "0.0328929129668539"
"2003" "75" "0.0439456727772336" "0.0646975025217898" "0.0528098352203423"
"2003" "80" "0.072579082449806" "0.0955264273184601" "0.0819770763380049"
"2003" "85" "0.124197367468696" "0.146867319576092" "0.132905397122575"
"2003" "90" "0.190523541054962" "0.207075962539022" "0.196814171643918"
"2004" "0" "0.0200141709293876" "0.0249290472411035" "0.0225299008138055"
"2004" "1" "0.000820379304420414" "0.000938078758697486" "0.000880332782938827"
"2004" "5" "0.000284506134080512" "0.000384531829060707" "0.000334956082668964"
"2004" "10" "0.000300085715665722" "0.00047986198408932" "0.000390105489439604"
"2004" "15" "0.000539961317080874" "0.00191985972218914" "0.00122851666361429"
"2004" "20" "0.000647838109164043" "0.00289309690233687" "0.00175989076798757"
"2004" "25" "0.000825323428453917" "0.00300673467893045" "0.00189910218903318"
"2004" "30" "0.00109877799979556" "0.00331296219823686" "0.00218265822109817"
"2004" "35" "0.00157493529401579" "0.00403672867328219" "0.00277123077961226"
"2004" "40" "0.00233370063775448" "0.0052055827989438" "0.00372267577474175"
"2004" "45" "0.00357828941385529" "0.00714104946790937" "0.00529999959136472"
"2004" "50" "0.00522104343805389" "0.00987916015915973" "0.00746546966250472"
"2004" "55" "0.00774573029987963" "0.013746499995911" "0.0106277859378524"
"2004" "60" "0.0118791141585467" "0.0200661313723247" "0.0157602157981354"
"2004" "65" "0.0181866196708677" "0.0292383137268611" "0.0232990789028123"
"2004" "70" "0.0247218924504243" "0.0412265213662978" "0.0320581423825033"
"2004" "75" "0.0429741868348467" "0.0637019655075744" "0.0518019581666409"
"2004" "80" "0.0711368427676914" "0.0946909963337776" "0.0807567276176691"
"2004" "85" "0.122384341725483" "0.146293927520852" "0.131499360063009"
"2004" "90" "0.188653198956989" "0.207565506672149" "0.195770768447322"
"2005" "0" "0.0186632309081744" "0.0234743075148035" "0.0211275902451893"
"2005" "1" "0.000761322479866978" "0.000870443773242652" "0.000817014256132964"
"2005" "5" "0.000276814739650863" "0.00037239364662658" "0.000325127210812762"
"2005" "10" "0.000296311459502021" "0.000465694919668777" "0.000381178706238085"
"2005" "15" "0.000523251728160135" "0.00190960960260829" "0.0012152539788401"
"2005" "20" "0.000633069279901345" "0.00279898955849746" "0.00170660559346568"
"2005" "25" "0.000794967275462947" "0.00289744640724776" "0.00182958171115038"
