"ANO","0","1","5","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90"
2000,-3.42429076485009,-6.68501611650687,-7.72237642544986,-7.53329926407618,-6.24171081026126,-5.80322937178512,-5.72879893593883,-5.59814827811908,-5.40998305034774,-5.15760207706123,-4.86062708007654,-4.53926552668997,-4.19725269829947,-3.8325906960399,-3.45556622337434,-3.13141504311771,-2.73008018807003,-2.30361568766152,-1.92950388709602,-1.60862281266662
2001,-3.50406899187066,-6.77331615165222,-7.7529178405383,-7.56088452455822,-6.22508384939183,-5.79515459560294,-5.73635767442487,-5.61655676228405,-5.43289063241242,-5.18149670050567,-4.87941245209101,-4.5582088910368,-4.22161930271385,-3.85225498323777,-3.47578015348895,-3.14652488679981,-2.73304425089371,-2.33227854672624,-1.92848712304572,-1.59993782681181
2002,-3.55324391129456,-6.83207836808555,-7.78161207937093,-7.57832002341392,-6.22608741279938,-5.79847734837929,-5.74270761851335,-5.63664171479841,-5.4568601785608,-5.2078402735546,-4.8970090801652,-4.58079207420171,-4.24232058227137,-3.86685637351434,-3.49429185388962,-3.15615104306994,-2.73379223276333,-2.34367291021609,-1.92149997077786,-1.58554817873992
2003,-3.60608075674629,-6.90103923778202,-7.80756856149857,-7.61330907923967,-6.23545229403808,-5.80421976890193,-5.76532104300524,-5.66890611836317,-5.47808459516268,-5.22602383543109,-4.9175831712552,-4.59677495736801,-4.26006927137413,-3.87972838199284,-3.51019054996674,-3.16657272896819,-2.73803267912001,-2.34835234392924,-1.91822568769889,-1.5746695842458
2004,-3.69172159954145,-6.97167664798662,-7.86348399205273,-7.64201202855517,-6.25550315697138,-5.84542775809909,-5.80690061334471,-5.70991256586021,-5.5123206493571,-5.25802361412587,-4.94189552913075,-4.61732777496905,-4.28697103302375,-3.90872189148905,-3.53227531584353,-3.18867350724415,-2.75353986118814,-2.35713635898297,-1.922137478852,-1.57230829432697
2005,-3.75184875315982,-7.04650739217741,-7.89555907332295,-7.67197981705675,-6.26085645435558,-5.87849679889613,-5.84392547912582,-5.74455039617041,-5.54688929780473,-5.28693983854318,-4.9729088840221,-4.63592655931441,-4.31088268772832,-3.94603734476448,-3.55403517943382,-3.21483823173279,-2.77373620305712,-2.36801705556158,-1.93381777469854,-1.57485158695679
2006,-3.84350253165912,-7.12051779131713,-7.92754173563263,-7.69942213945277,-6.26313568483367,-5.89749609235206,-5.86509542563178,-5.77005337444947,-5.58297585896163,-5.3221825680752,-5.00553393153417,-4.66430488694701,-4.33690684935583,-3.98443384955813,-3.58241101540608,-3.243392521991,-2.79627917278112,-2.36874053458212,-1.97220609815704,-1.57741096343174
2007,-3.90243037337038,-7.17084871243993,-7.93722778466178,-7.71588296782538,-6.26428133768425,-5.88960000635035,-5.86600071844015,-5.78349325892026,-5.60366834124925,-5.3334260852294,-5.02798657840859,-4.67690496243304,-4.35165320715901,-3.99903794927325,-3.5960630254522,-3.25564772209118,-2.80685634903486,-2.36631029114411,-1.98147019567364,-1.5741770255776
2008,-3.96957810539475,-7.22253735345399,-7.97117379382125,-7.72717388286894,-6.27256098548041,-5.8745614910865,-5.86276955257069,-5.78986685706205,-5.61676899076161,-5.34811398939655,-5.04620062490413,-4.69060248709312,-4.36407633182312,-4.01786808607678,-3.61316589428777,-3.26914501825581,-2.8207537213726,-2.37245196914716,-1.97863304726874,-1.57266788972128
2009,-4.01010966412169,-7.25894455816595,-8.00341518821689,-7.73476158716953,-6.27823625159686,-5.86319776157441,-5.8654403363093,-5.79864101683548,-5.62978110101862,-5.36046593739128,-5.05975566316322,-4.70210667630977,-4.37075853584468,-4.02871423530118,-3.62663725667978,-3.27723416500216,-2.82850419050414,-2.37639045793715,-1.96471815437705,-1.5660733181662
2010,-4.10071287187386,-7.30073657781012,-8.04488623241189,-7.74919941947724,-6.27252330068607,-5.86315053718222,-5.87656953196758,-5.80542036711406,-5.64313768134825,-5.37653495993058,-5.07250995528782,-4.71851515451898,-4.3789008338333,-4.0368292294107,-3.64761069377118,-3.27261065766244,-2.8395235572098,-2.40118526306035,-1.9738364237347,-1.57299967566108
2011,-4.11678167074431,-7.34223058993502,-8.08491521973657,-7.74440701158703,-6.22999626570624,-5.85652177916735,-5.88305079232246,-5.81069272208192,-5.65317727955365,-5.39472818639438,-5.08749295167263,-4.74229085612259,-4.39459759649593,-4.0461103517546,-3.6672655927374,-3.29004590255345,-2.85432322603178,-2.40859648887074,-1.96293876947503,-1.59421806840524
