"ANO","0","1","5","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90"
2000,-3.69003935955007,-6.85998823594966,-8.07941525020702,-7.99516661243106,-7.43463585178496,-7.21142539462227,-6.97638609895389,-6.66147447692239,-6.31705829927291,-5.91631891175065,-5.52492655466539,-5.13064633119054,-4.73908146110374,-4.3173314908552,-3.92567885827082,-3.61655590732595,-3.10301210513506,-2.56104909174147,-2.07497663240341,-1.67018715544581
2001,-3.7534114812179,-6.93711521309574,-8.09032071503731,-8.00458431421812,-7.46746669098939,-7.24839301621232,-7.00738128722202,-6.70515432758762,-6.351155246773,-5.95525071539155,-5.54786123966353,-5.15600984252626,-4.77114780546431,-4.34313731101901,-3.94916152957253,-3.63902886210198,-3.11282024704831,-2.59230949108575,-2.07926179672362,-1.66592811061447
2002,-3.81546844417006,-6.98507682560715,-8.09928825729757,-8.03972773470848,-7.48015352003697,-7.28412177795257,-7.03205467140192,-6.73960427598673,-6.38643644102705,-5.9925937088891,-5.57221375840843,-5.19241376682903,-4.79290561994216,-4.37312493609619,-3.97103570118281,-3.65725324248514,-3.12037703982345,-2.61250350240437,-2.08249567510798,-1.66055004961203
2003,-3.8409249981486,-7.04992986874281,-8.11920841453868,-8.06224552564343,-7.50027027116068,-7.30281687106045,-7.06845083622326,-6.77785360285458,-6.41604773788281,-6.02634752713506,-5.59715895039258,-5.21944120670685,-4.82232535545653,-4.39323993918732,-3.9835900053828,-3.67011958070704,-3.12480111755413,-2.62307851919217,-2.08588330561161,-1.65797951695849
2004,-3.91131470985931,-7.10574375829046,-8.16475574371464,-8.1114424052322,-7.52401305600728,-7.34186972436207,-7.09973521396544,-6.81355662597167,-6.45354109071305,-6.06030001480307,-5.63287041011948,-5.25505800471591,-4.86061351648184,-4.4329735336067,-4.00706913819823,-3.70006609388499,-3.14715564971082,-2.64314989399641,-2.10058884416667,-1.6678448756152
2005,-3.9811999523466,-7.18045353182459,-8.19216208545475,-8.12409942879675,-7.55544789390089,-7.36493069488742,-7.13720960709685,-6.8454391590068,-6.47786444012233,-6.09497179934787,-5.66538025625621,-5.28208980726539,-4.89290328701357,-4.46777649887013,-4.03238591491399,-3.72359400528344,-3.1659662639693,-2.65508386473721,-2.11113949123719,-1.67225017942415
2006,-4.05864143909984,-7.24476324737939,-8.22030725730084,-8.14547914557314,-7.58766953622713,-7.40107661318759,-7.15250162852222,-6.86786522445255,-6.50754302039263,-6.12107678545688,-5.70255720202318,-5.31986036019495,-4.92345118658681,-4.50698242116272,-4.0688730806709,-3.75063678173861,-3.1888819504021,-2.65803453124211,-2.14379901084347,-1.67901798824393
2007,-4.12693747142774,-7.29718536189326,-8.22919077846073,-8.1486868751608,-7.59987346096388,-7.41707262434264,-7.17600000466843,-6.88726109754546,-6.52404820004761,-6.13069964648527,-5.72489012955936,-5.33402420589633,-4.94043374685726,-4.51799770182173,-4.09036079708939,-3.76446569899659,-3.20403351549389,-2.65808422679702,-2.15682183646495,-1.68024104285092
2008,-4.16183359933382,-7.3485535397207,-8.25480414136551,-8.1637360060089,-7.61198541133886,-7.41169928984488,-7.17657211184254,-6.89250290388125,-6.53461797774014,-6.13285913896609,-5.74228109067674,-5.3443076539221,-4.96215044371849,-4.54504029581369,-4.10787468144021,-3.77891139155567,-3.21980562502817,-2.6644196607791,-2.16385309780062,-1.68747417783444
