Country,Year,0,1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,Gender
0,1950,0.02836,0.00182,0.00089,0.00076,0.00138,0.00206,0.00164,0.00188,0.00253,0.00399,0.00649,0.01097,0.01736,0.02767,0.04246,0.06596,0.10047,0.1452,0.22969,0.31545741324921134,0
0,1951,0.02832,0.00189,0.00081,0.00077,0.00169,0.00223,0.00183,0.00193,0.00271,0.00399,0.0066,0.01125,0.01843,0.02888,0.0437,0.06585,0.10323,0.14723,0.23061,0.35714285714285715,0
0,1952,0.02791,0.00171,0.00069,0.00064,0.00156,0.00203,0.00185,0.00188,0.00262,0.00386,0.00667,0.01124,0.01791,0.02854,0.04394,0.06474,0.10028,0.14528,0.2193,0.3246753246753247,0
0,1953,0.02632,0.0017,0.00076,0.00069,0.00153,0.00189,0.00165,0.00177,0.00248,0.00374,0.00615,0.01064,0.01718,0.02711,0.041,0.06427,0.09634,0.1397,0.22124,0.3105590062111801,0
0,1954,0.02558,0.00176,0.00064,0.00062,0.00146,0.00183,0.00171,0.0018,0.00233,0.00371,0.006,0.0105,0.01694,0.02633,0.04107,0.0656,0.10249,0.1402,0.22655,0.3246753246753247,0
0,1955,0.02533,0.00162,0.00059,0.0006,0.00156,0.00171,0.00166,0.00182,0.00228,0.00352,0.00602,0.0103,0.01681,0.02625,0.0426,0.06472,0.09688,0.14145,0.22047,0.3225806451612903,0
0,1956,0.02428,0.00143,0.00056,0.00057,0.00127,0.00185,0.0016,0.00183,0.00234,0.00368,0.00599,0.0101,0.01706,0.02763,0.04194,0.06648,0.10218,0.15318,0.23807,0.33783783783783783,0
0,1957,0.02472,0.0015,0.00058,0.00055,0.00146,0.00179,0.00166,0.002,0.00237,0.00349,0.00592,0.0101,0.01701,0.02664,0.04181,0.0642,0.09732,0.13546,0.21647,0.32573289902280134,0
0,1958,0.02325,0.0013,0.00057,0.00049,0.00133,0.00193,0.00155,0.00172,0.0023,0.00333,0.00603,0.01005,0.0163,0.02612,0.04075,0.0614,0.0932,0.13375,0.21018,0.31746031746031744,0
0,1959,0.02457,0.00132,0.00058,0.00049,0.00147,0.00168,0.00143,0.00187,0.00245,0.00358,0.00599,0.00998,0.01771,0.0262,0.04373,0.06465,0.1022,0.13907,0.21364,0.3278688524590164,0
0,1960,0.0228,0.00117,0.00055,0.0005,0.00133,0.00158,0.0015,0.00171,0.00218,0.00363,0.00582,0.01005,0.01674,0.02659,0.042,0.06326,0.09479,0.13735,0.20558,0.33670033670033667,0
0,1961,0.0226,0.00119,0.00049,0.00053,0.00125,0.00161,0.00146,0.00169,0.0023,0.00382,0.00591,0.00997,0.01624,0.02627,0.04116,0.06277,0.09388,0.13608,0.20776,0.3236245954692557,0
0,1962,0.02323,0.00107,0.00053,0.00045,0.00117,0.00169,0.0015,0.00169,0.00235,0.00362,0.0063,0.01014,0.01694,0.0268,0.04162,0.06405,0.09663,0.13835,0.2209,0.3278688524590164,0
0,1963,0.02215,0.00098,0.0005,0.0005,0.0012,0.00162,0.00146,0.00165,0.00233,0.00357,0.00635,0.01024,0.01668,0.02768,0.0426,0.06307,0.09829,0.13672,0.21205,0.3194888178913738,0
0,1964,0.02101,0.00109,0.00052,0.00054,0.00122,0.00173,0.00132,0.00182,0.00238,0.00402,0.00623,0.01064,0.01757,0.02936,0.04293,0.06773,0.1006,0.14654,0.22434,0.32894736842105265,0
0,1965,0.02109,0.00107,0.00042,0.00052,0.00139,0.00169,0.00154,0.00166,0.00252,0.00379,0.0061,0.01094,0.01684,0.02762,0.04342,0.06608,0.10007,0.13652,0.22125,0.3236245954692557,0
0,1966,0.02067,0.0011,0.00045,0.00047,0.0014,0.00168,0.00147,0.00163,0.00256,0.00378,0.00602,0.01037,0.01712,0.02825,0.04422,0.06756,0.1027,0.14644,0.2193,0.32573289902280134,0
0,1967,0.02068,0.001,0.00047,0.00041,0.0013,0.00173,0.00145,0.00158,0.00222,0.00387,0.00642,0.0101,0.01745,0.02748,0.04373,0.06615,0.0986,0.1396,0.20646,0.30303030303030304,0
0,1968,0.02049,0.00094,0.00047,0.00049,0.00145,0.00179,0.00148,0.00164,0.00232,0.00379,0.00621,0.01065,0.01746,0.02894,0.04417,0.06853,0.10436,0.15081,0.2315,0.33557046979865773,0
0,1969,0.0213,0.00094,0.00046,0.00049,0.00134,0.00168,0.00144,0.00167,0.00234,0.00379,0.00653,0.01019,0.01718,0.02738,0.04434,0.06491,0.10131,0.13647,0.20823,0.3021148036253776,0
0,1970,0.02156,0.00107,0.00049,0.0004,0.00152,0.00189,0.00144,0.00154,0.00238,0.0036,0.00624,0.01053,0.01749,0.028,0.0451,0.06754,0.10636,0.14612,0.21692,0.3194888178913738,0
0,1971,0.02005,0.00096,0.00045,0.00044,0.0016,0.00185,0.00138,0.0015,0.00223,0.00328,0.00592,0.00987,0.01639,0.02577,0.04098,0.06318,0.09802,0.14022,0.21554,0.3236245954692557,0
0,1972,0.01912,0.00094,0.00045,0.00041,0.00149,0.00165,0.00128,0.0014,0.00215,0.00341,0.00602,0.00969,0.01611,0.02662,0.03991,0.06331,0.09744,0.13874,0.20716,0.32573289902280134,0
0,1973,0.01804,0.00096,0.00043,0.00038,0.00152,0.00179,0.00128,0.00141,0.00206,0.00342,0.00604,0.00959,0.01555,0.02589,0.04023,0.06168,0.09624,0.13834,0.20369,0.3003003003003003,0
0,1974,0.01848,0.00094,0.00039,0.00039,0.00162,0.00173,0.00134,0.0015,0.00212,0.00332,0.0061,0.00994,0.01601,0.02613,0.03944,0.06256,0.09795,0.14422,0.22086,0.33112582781456956,0
0,1975,0.01576,0.00084,0.00038,0.00038,0.00156,0.00168,0.00135,0.00144,0.00209,0.00333,0.00569,0.00956,0.01519,0.02411,0.03724,0.05813,0.08739,0.13199,0.20056,0.2976190476190476,0
0,1976,0.01518,0.00081,0.00037,0.00038,0.0015,0.00168,0.00122,0.0014,0.00194,0.00329,0.00554,0.00922,0.01508,0.02391,0.03805,0.05827,0.09409,0.13747,0.21001,0.31446540880503143,0
0,1977,0.01405,0.00073,0.00037,0.00039,0.00146,0.00178,0.00136,0.00137,0.00196,0.00309,0.00548,0.00868,0.01395,0.02273,0.03592,0.0555,0.08437,0.1293,0.19004,0.2881844380403458,0
0,1978,0.01376,0.00067,0.00029,0.00037,0.00144,0.00185,0.00136,0.00133,0.00184,0.00303,0.00495,0.00842,0.01404,0.02225,0.03565,0.0539,0.086,0.12748,0.18635,0.28169014084507044,0
0,1979,0.0126,0.00064,0.0003,0.00036,0.00128,0.00172,0.00141,0.00132,0.00177,0.00275,0.00504,0.00838,0.01342,0.0209,0.03405,0.05305,0.08126,0.12105,0.18405,0.28653295128939826,0
0,1980,0.01176,0.00064,0.00031,0.00031,0.00127,0.00155,0.00133,0.00124,0.0017,0.00281,0.00491,0.00822,0.01302,0.02071,0.03343,0.05241,0.08225,0.1259,0.17638,0.28735632183908044,0
0,1981,0.01185,0.00064,0.00035,0.00032,0.00123,0.00156,0.00135,0.00123,0.00166,0.0026,0.00444,0.00784,0.01306,0.02011,0.03268,0.05219,0.08079,0.12226,0.18245,0.29239766081871343,0
0,1982,0.01143,0.00065,0.00034,0.00035,0.00121,0.0016,0.00142,0.00128,0.00157,0.00247,0.00451,0.00743,0.01262,0.02002,0.033,0.05225,0.08309,0.12612,0.18914,0.3058103975535168,0
0,1983,0.01064,0.00057,0.0003,0.00028,0.00106,0.00152,0.00134,0.00122,0.00144,0.00234,0.00385,0.0072,0.01221,0.01922,0.03084,0.0482,0.07768,0.1182,0.17658,0.2785515320334262,0
0,1984,0.01076,0.00059,0.00024,0.00033,0.00104,0.00151,0.00122,0.00131,0.00142,0.0024,0.00387,0.0068,0.01195,0.01902,0.02947,0.04904,0.07641,0.11872,0.1802,0.2857142857142857,0
0,1985,0.01107,0.00057,0.00029,0.00029,0.00111,0.00161,0.00135,0.00135,0.00142,0.00226,0.00372,0.00652,0.0113,0.01878,0.02956,0.04777,0.07604,0.1214,0.19225,0.30120481927710846,0
0,1986,0.01015,0.00051,0.00023,0.0003,0.00109,0.00147,0.0013,0.00127,0.0015,0.0023,0.00353,0.00621,0.01073,0.0179,0.02857,0.04529,0.0725,0.11299,0.17344,0.2801120448179272,0
0,1987,0.01009,0.00052,0.00022,0.00027,0.00104,0.00149,0.00133,0.00129,0.00149,0.00211,0.00359,0.00614,0.01075,0.01733,0.02844,0.0462,0.07238,0.11449,0.18435,0.28735632183908044,0
0,1988,0.00939,0.00042,0.00023,0.00028,0.00109,0.00152,0.00144,0.00137,0.00148,0.00226,0.0033,0.00598,0.00998,0.0172,0.02743,0.04431,0.07236,0.11436,0.17287,0.28901734104046245,0
0,1989,0.00948,0.00049,0.00021,0.00028,0.00104,0.0014,0.00146,0.0014,0.00165,0.00195,0.0033,0.00577,0.00988,0.01685,0.02774,0.04525,0.07407,0.11736,0.18771,0.3048780487804878,0
0,1990,0.00878,0.00046,0.00023,0.0002,0.00089,0.00136,0.00138,0.00138,0.00148,0.0021,0.00316,0.00533,0.00935,0.01585,0.02598,0.04078,0.06749,0.1068,0.17103,0.2801120448179272,0
0,1991,0.00772,0.00037,0.00021,0.00021,0.00084,0.00121,0.0012,0.00134,0.00158,0.00198,0.00312,0.0052,0.00878,0.01526,0.02486,0.03938,0.06608,0.1074,0.15717,0.2710027100271003,0
0,1992,0.00794,0.00042,0.00018,0.00021,0.00078,0.00121,0.00126,0.00132,0.00146,0.00198,0.00299,0.0051,0.00866,0.0151,0.02493,0.04013,0.06581,0.1054,0.16612,0.2824858757062147,0
0,1993,0.00676,0.00046,0.00017,0.0002,0.00078,0.00114,0.0012,0.00134,0.00152,0.00189,0.00291,0.00479,0.00833,0.014,0.02371,0.03805,0.06271,0.10271,0.16226,0.26881720430107525,0
