"IDADE","INTERVALO DE IDADE","SEXO","ANO","LOCAL","nMx","nAx","nqx","lx","ndx","nLx","Sx","Tx","ex"
30,5,"Ambos",2021,"Brasil",0.00222017040388544,2.59357049246194,0.0110418588614872,96187.1185806604,1062.08458766079,478379.761212054,0.987283996511959,4338191.65242513,45.1015865371538
35,5,"Ambos",2021,"Brasil",0.00296095228623179,2.61987031081408,0.014701155764429,95125.0339929996,1398.44794182768,472296.682499873,0.982788052687934,3859811.89121307,40.5761946061131
40,5,"Ambos",2021,"Brasil",0.00406563916261522,2.63377450779607,0.0201344975367402,93726.5860511719,1887.1377159744,464167.536885021,0.975776121861508,3387515.2087132,36.1425221106818
45,5,"Ambos",2021,"Brasil",0.00586079326548854,2.6365935044124,0.0289036098008853,91839.4483351975,2654.49157900912,452923.599035675,0.965571504490651,2923347.67182818,31.8310674205978
50,5,"Ambos",2021,"Brasil",0.00830475066259828,2.63357439244463,0.0407234330065454,89184.9567561884,3631.91761165229,437330.120940197,0.950822076586229,2470424.07279251,27.7000086409874
55,5,"Ambos",2021,"Brasil",0.0120913407307851,2.62482171513783,0.0587689139291972,85553.0391445361,5027.85919386646,415823.133746064,0.930406696400101,2033093.95185231,23.7641347657742
60,5,"Ambos",2021,"Brasil",0.0170625390232429,2.61540471948187,0.0819772656135448,80525.1799506696,6601.23406539454,386884.628155413,0.901197230626534,1617270.81810624,20.0840385466633
65,5,"Ambos",2021,"Brasil",0.0249545856293738,2.59094152924155,0.11769731224781,73923.9458852751,8700.64974144946,348659.355465634,0.864554999239114,1230386.18995083,16.6439463588741
70,5,"Ambos",2021,"Brasil",0.0338842585393945,2.58356035382251,0.156599075392077,65223.2961438256,10213.9078701467,301435.188799301,0.809888264553259,881726.834485198,13.518587477408
75,5,"Ambos",2021,"Brasil",0.0522996606128711,2.57844050017412,0.23210319062883,55009.3882736789,12767.854532861,244128.82193195,0.717424650549208,580291.645685896,10.5489565308174
80,5,"Ambos",2021,"Brasil",0.083301084111902,2.52814220489603,0.345387268867934,42241.5337408179,14589.6879715338,175144.034763519,0.582783996776522,336162.823753946,7.95811122334114
85,5,"Ambos",2021,"Brasil",0.13770081252845,2.42530274439914,0.508294423177562,27651.8457692841,14055.2789950932,102071.14059105,0.366091738541655,161018.788990427,5.82307562156621
90,0,"Ambos",2021,"Brasil",0.23065494796455,4.33548037371257,1,13596.5667741909,13596.5667741909,58947.6483993773,0,58947.6483993773,4.33548037371257
0,1,"Mulheres",2022,"Brasil",0.0115596638363989,0.0843157591300173,0.0114385863766704,1e+05,1143.85863766704,98952.5866717053,0.987706906745045,7879317.75206842,78.7931775206842
1,4,"Mulheres",2022,"Brasil",0.00053160513910517,1.50538069721533,0.00212360433334929,98856.141362333,209.931330175241,394900.866700817,0.998187822923641,7780365.16539671,78.7039131628625
5,5,"Mulheres",2022,"Brasil",0.000207223080071139,2.33195940168195,0.00103554286983783,98646.2100321577,102.152379435327,492958.50346524,0.998937549334108,7385464.2986959,74.8682011836877
10,5,"Mulheres",2022,"Brasil",0.000247547995634384,2.65770312010964,0.00123702271418096,98544.0576527224,121.901237663958,492434.759374977,0.998320208833083,6892505.79523066,69.9433934364711
15,5,"Mulheres",2022,"Brasil",0.00044285674851576,2.68863966334269,0.00221201951603253,98422.1564150584,217.711730800118,491607.571815896,0.99734203106275,6400071.03585568,65.0267304535148
20,5,"Mulheres",2022,"Brasil",0.000614926923084502,2.60752528631867,0.00307011786687638,98204.4446842583,301.499220231824,490300.894160692,0.996601379199184,5908463.46403978,60.1649292253152
25,5,"Mulheres",2022,"Brasil",0.000746590613840567,2.58729185748665,0.00372624097176594,97902.9454640265,364.809966644621,488634.547343139,0.995830430373262,5418162.56987909,55.3421814246635
30,5,"Mulheres",2022,"Brasil",0.000941967015497487,2.61425611048073,0.00469927443540164,97538.1354973819,458.358466619582,486597.151575962,0.99448163186732,4929528.02253595,50.5394940901682
35,5,"Mulheres",2022,"Brasil",0.00130422724506573,2.64398278014966,0.00650115958017992,97079.7770307623,631.131122485283,483911.929361253,0.992117576581373,4442930.87095999,45.7657712744038
40,5,"Mulheres",2022,"Brasil",0.00190479539146434,2.65365983136772,0.00948160085813832,96448.645908277,914.487563810195,480097.530636702,0.988481363639858,3959018.94159874,41.0479473746451
45,5,"Mulheres",2022,"Brasil",0.00277937438355394,2.64721119228783,0.0138065867680424,95534.1583444668,1319.00064649479,474567.461763896,0.983463658078222,3478921.41096204,36.4154714004818
50,5,"Mulheres",2022,"Brasil",0.00397006339693105,2.64913425428732,0.0196667653711574,94215.157697972,1852.90740085261,466719.851951218,0.975973927199017,3004353.94919814,31.888222899645
55,5,"Mulheres",2022,"Brasil",0.00591665298607624,2.66060367386227,0.0291793815477955,92362.2502971194,2695.07334203263,455506.406810574,0.963783152195428,2537634.09724692,27.4747972151353
60,5,"Mulheres",2022,"Brasil",0.00910520499948833,2.66678688213366,0.0445789722049326,89667.1769550868,3997.27058917559,439009.400601108,0.94372359499055,2082127.69043635,23.2206227645514
65,5,"Mulheres",2022,"Brasil",0.0144313077994938,2.6507544943213,0.0697904551802521,85669.9063659112,5978.94176052652,414303.529769924,0.915246964399154,1643118.28983524,19.1796438158482
70,5,"Mulheres",2022,"Brasil",0.0216884720772564,2.65750833433405,0.103199312593549,79690.9646053847,8224.05276719254,379190.047961778,0.864980751799802,1228814.76006532,15.4197501078094
75,5,"Mulheres",2022,"Brasil",0.0381804927753755,2.65689520261222,0.175226540589776,71466.9118381921,12522.8997280409,327992.092760982,0.773274982768228,849624.712103537,11.8883647026356
80,5,"Mulheres",2022,"Brasil",0.0674699814026887,2.59868490508915,0.290314167969778,58944.0121101512,17112.2818325591,253628.079877863,0.633018493869656,521632.619342555,8.84962866741677
85,5,"Mulheres",2022,"Brasil",0.120387063766871,2.48516952618133,0.462048671295103,41831.7302775921,19328.2953927366,160551.265127338,0.400938262284586,268004.539464692,6.40672852129794
90,0,"Mulheres",2022,"Brasil",0.20942530624246,4.77497212701821,1,22503.4348848556,22503.4348848556,107453.274337355,0,107453.274337355,4.77497212701821
0,1,"Homens",2022,"Brasil",0.0135234154598458,0.0809025017984207,0.0133573919298834,1e+05,1335.73919298835,98772.3254494746,0.985722589211151,7210830.4208657,72.108304208657
1,4,"Homens",2022,"Brasil",0.000603822783236501,1.61273190883818,0.00241181453397895,98664.2608070117,237.959898198635,394088.969156101,0.997872210727952,7112058.09541623,72.0834275475645
5,5,"Homens",2022,"Brasil",0.000245374463787187,2.35731241933008,0.00122607727152244,98426.300908813,120.678250464334,491812.589630306,0.998749701536858,6717969.12626013,68.2538007039804
10,5,"Homens",2022,"Brasil",0.000315751792822865,2.86948070462079,0.00157769762280495,98305.6226583487,155.096547176436,491197.677105337,0.996100289285997,6226156.53662982,63.3346940720594
15,5,"Homens",2022,"Brasil",0.00145019073395616,2.92759179378717,0.00722922704352007,98150.5261111723,709.5524376986,489282.148261236,0.9898584450322,5734958.85952448,58.4302406390432
20,5,"Homens",2022,"Brasil",0.00249463812282589,2.61232078736457,0.0123993352682322,97440.9736734737,1208.20330144039,484320.066459881,0.987209387539054,5245676.71126325,53.8344036754148
25,5,"Homens",2022,"Brasil",0.0025492042433034,2.50702474574642,0.0126655304646411,96232.7703720333,1218.83908484381,478125.316182734,0.987148056076883,4761356.64480336,49.4774973888426
30,5,"Homens",2022,"Brasil",0.00264680830194626,2.5271561536286,0.0131479860526766,95013.9312871895,1249.24184337392,471980.47643093,0.986174170151924,4283231.32862063,45.0800347969407
35,5,"Homens",2022,"Brasil",0.00298201387561696,2.57312016460119,0.0148029406543153,93764.6894438155,1387.9931333071,465454.954672183,0.983225042621324,3811250.8521897,40.6469735547242
40,5,"Homens",2022,"Brasil",0.00387347264350441,2.61011196935146,0.0191897207884597,92376.6963105084,1772.683009559,457646.967645863,0.97769303851788,3345795.89751752,36.2190469149405
45,5,"Homens",2022,"Brasil",0.00525863269361259,2.6277018691812,0.0259691965847861,90604.0133009494,2352.91343278294,447438.254366178,0.968962502664233,2888148.92987166,31.8766114728098
50,5,"Homens",2022,"Brasil",0.00753611447513629,2.64189569263415,0.037022645024056,88251.0998681665,3267.28914340165,433550.890738367,0.954817163958726,2440710.67550548,27.6564335079282
55,5,"Homens",2022,"Brasil",0.0112046796639438,2.63766924611006,0.0545787448253967,84983.8107247648,4638.30971983675,413961.831926587,0.934295017334677,2007159.78476711,23.618142886857
60,5,"Homens",2022,"Brasil",0.0163228490030228,2.6295148430372,0.0785739765400188,80345.5010049281,6313.06551105728,386762.476935745,0.904063136921804,1593197.95284052,19.829336215637
65,5,"Homens",2022,"Brasil",0.0245627545953833,2.61258134968821,0.116010721173207,74032.4354938708,8588.55623185291,349657.698142177,0.861583498505301,1206435.47590478,16.2960392678782
70,5,"Homens",2022,"Brasil",0.0358227773536444,2.59449351991914,0.16490380847245,65443.8792620179,10791.9449315179,301259.302844647,0.799669860636601,856777.777762601,13.0917938762816
75,5,"Homens",2022,"Brasil",0.0553141041500554,2.57221706989705,0.243826856646407,54651.9343305,13325.6093574517,240907.984721259,0.703803010636819,555518.474917953,10.1646626367977
80,5,"Homens",2022,"Brasil",0.0880906948483621,2.51740581161573,0.361414492952826,41326.3249730483,14935.932785738,169551.76493327,0.566144848262779,314610.490196695,7.61283492790306
85,5,"Homens",2022,"Brasil",0.145108649419146,2.41827591808027,0.527809654953085,26390.3921873104,13929.1037944609,95990.8582308327,0.338262086223942,145058.725263424,5.49664909236077
90,0,"Homens",2022,"Brasil",0.253960262519105,3.93762390257717,1,12461.2883928495,12461.2883928495,49067.8670325916,0,49067.8670325916,3.93762390257717
0,1,"Ambos",2022,"Brasil",0.0125644824715076,0.0826272451498493,0.0124213105471151,1e+05,1242.13105471151,98860.5028124544,0.986689888762304,7544804.4104081,75.448044104081
1,4,"Ambos",2022,"Brasil",0.000568562629833384,1.56103090010517,0.00227110116816016,98757.8689452885,224.289111526654,394484.441568698,0.998027037226208,7445943.90759565,75.3959556551455
5,5,"Ambos",2022,"Brasil",0.000226759421415247,2.34611491851971,0.00113311520577232,98533.5798337618,111.649897588824,492371.593171249,0.998847145213413,7051459.46602695,71.5640239390837
10,5,"Ambos",2022,"Brasil",0.00028246360682493,2.79947686225007,0.00141144072815419,98421.929936173,138.916720455454,491803.960223283,0.997161046181198,6559087.8728557,66.6425447774626
15,5,"Ambos",2022,"Brasil",0.000957382705523532,2.85453112412795,0.00477710119553325,98283.0132157176,469.507899933407,490407.751492305,0.99355266988156,6067283.91263242,61.7327828494185
20,5,"Ambos",2022,"Brasil",0.00156379828618295,2.60931117544829,0.00778986857811786,97813.5053157841,761.954351574997,487245.930825792,0.991883448499407,5576876.16114011,57.0154003083271
25,5,"Ambos",2022,"Brasil",0.0016434202013044,2.52397922439868,0.00818379995779915,97051.5509642091,794.250478685222,483291.17413479,0.991519149167723,5089630.23031432,52.4425439856318
30,5,"Ambos",2022,"Brasil",0.0017836327224614,2.5499702072306,0.00887936121836556,96257.3004855239,854.70334091573,479192.453778397,0.990384613663377,4606339.05617953,47.8544383952703
35,5,"Ambos",2022,"Brasil",0.00212649031390739,2.59398296199276,0.0105783289045015,95402.5971446082,1009.20005093931,474584.833205723,0.98777120674883,4127146.60240113,43.2603170765397
40,5,"Ambos",2022,"Brasil",0.00286061106358911,2.62434734624325,0.0142065104547214,94393.3970936689,1341.00078266788,468781.23340031,0.983247161066919,3652561.76919541,38.6950981917822
45,5,"Ambos",2022,"Brasil",0.00397468799562386,2.63424675609769,0.0196883082362287,93052.396311001,1832.0442606907,460927.816902303,0.976485871281195,3183780.5357951,34.2149225814048
50,5,"Ambos",2022,"Brasil",0.00566987215480912,2.64405276944222,0.0279756641021912,91220.3520503103,2551.94992824312,450089.500885585,0.965913918735518,2722852.7188928,29.8491801192685
55,5,"Ambos",2022,"Brasil",0.00839887919877385,2.64629669150368,0.0411803240041757,88668.4021220672,3651.39352831927,434747.713582109,0.949926153297458,2272763.21800721,25.6321661788646
60,5,"Ambos",2022,"Brasil",0.0124457535080558,2.64450747845926,0.0604564340169343,85017.0085937479,5139.82517036505,412978.223217918,0.925327372411625,1838015.5044251,21.6193857538322
65,5,"Ambos",2022,"Brasil",0.0190333308955559,2.62891254838971,0.0910572680135242,79877.1834233829,7273.3980991484,382140.054153457,0.890786308001843,1425037.28120719,17.8403546561461
70,5,"Ambos",2022,"Brasil",0.0279521193237817,2.62336392283883,0.131054389426162,72603.7853242345,9515.04475569569,340405.127978983,0.83587408399012,1042897.22705373,14.3642266363434
75,5,"Ambos",2022,"Brasil",0.0455067070496768,2.61297575990985,0.205239291441939,63088.7405685388,12948.2884122512,284535.824534972,0.743601969975665,702492.099074746,11.1349837188708
80,5,"Ambos",2022,"Brasil",0.0757807073897385,2.56009866188468,0.319777493952929,50140.4521562876,16033.7881362043,211581.399652855,0.606179613113712,417956.274539774,8.3357101215802
85,5,"Ambos",2022,"Brasil",0.129559517962472,2.45577266289183,0.487201809244353,34106.6640200832,16616.8284178738,128256.330983626,0.378527395576121,206374.874886919,6.05086662141445
90,0,"Ambos",2022,"Brasil",0.223888397406139,4.46651104561696,1,17489.8356022094,17489.8356022094,78118.5439032931,0,78118.5439032931,4.46651104561696
0,1,"Mulheres",2023,"Brasil",0.0115331252167881,0.0842377700026993,0.0114125900009007,1e+05,1141.25900009007,98954.878113073,0.987748538056536,7968175.11931674,79.6817511931674
1,4,"Mulheres",2023,"Brasil",0.000523341127055721,1.50542300481943,0.00209063515322237,98858.7409999099,206.677559137708,394919.390915195,0.998146402302322,7869220.24120367,79.6006520173147
5,5,"Mulheres",2023,"Brasil",0.000227958530930166,2.31706685880247,0.0011390959863962,98652.0634407722,112.374169515082,492958.824820255,0.998930444797841,7474300.85028848,75.764262698629
10,5,"Mulheres",2023,"Brasil",0.00022774440836648,2.62040401672343,0.0011381052574341,98539.6892712571,112.14853842555,492431.578144718,0.998464198461209,6981342.02546822,70.8480215139525
15,5,"Mulheres",2023,"Brasil",0.000407230944159754,2.6905891972037,0.00203424159074771,98427.5407328316,200.225397033748,491675.300969254,0.997547861208019,6488910.4473235,65.9257601989344
20,5,"Mulheres",2023,"Brasil",0.000570848836669764,2.61796486272995,0.00285036830387285,98227.3153357978,279.984026207676,490469.644890688,0.996777657035169,5997235.14635425,61.0546580230991
25,5,"Mulheres",2023,"Brasil",0.000721491274332296,2.59738384364699,0.0036012137878682,97947.3313095902,352.729279996987,488889.183481011,0.995944505558834,5506765.50146356,56.2217002529439
30,5,"Mulheres",2023,"Brasil",0.000917618569349563,2.61296486311265,0.00457806510893531,97594.6020295932,446.794442372106,486906.496115058,0.994665031775116,5017876.31798255,51.4155108338984
35,5,"Mulheres",2023,"Brasil",0.00125228832037519,2.64190294568693,0.00624300589683788,97147.8075872211,606.494335631898,484308.865429794,0.992406696298279,4530969.82186749,46.6399596079356
40,5,"Mulheres",2023,"Brasil",0.00183617305812945,2.64855234065958,0.0091413958073841,96541.3132515892,882.522356197427,480631.36112915,0.989078205014985,4046660.9564377,41.9163653377285
45,5,"Mulheres",2023,"Brasil",0.00260227353573803,2.64609835944654,0.0129321518350651,95658.7908953918,1237.07400821795,475382.003939528,0.984330779784929,3566029.59530855,37.2786396517201
50,5,"Mulheres",2023,"Brasil",0.0037999138928432,2.65174479989552,0.0188315325439371,94421.7168871738,1778.10563441523,467933.138633518,0.977103388067315,3090647.59136902,32.732380783354
55,5,"Mulheres",2023,"Brasil",0.00559996125058927,2.65701451014881,0.0276371889786668,92643.6112527586,2560.40899185864,457219.055147784,0.965849041394584,2622714.4527355,28.3097173919525
