"IDADE","INTERVALO DE IDADE","SEXO","ANO","LOCAL","nMx","nAx","nqx","lx","ndx","nLx","Sx","Tx","ex"
50,5,"Ambos",2000,"Brasil",0.00823056996503308,2.63003065756273,0.040365472898744,86839.6378272977,3505.32304725453,425890.680979157,0.951774689936549,2410967.42049143,27.7634439849489
55,5,"Ambos",2000,"Brasil",0.0117829089364854,2.63001068580203,0.057314029307012,83334.3147800432,4776.22535958316,405351.970835803,0.930762526055794,1985076.73951228,23.8206403298784
60,5,"Ambos",2000,"Brasil",0.0172832123860045,2.62234546914739,0.0830050915179924,78558.08942046,6520.72140182392,377286.424316826,0.900040958041368,1579724.76867647,20.1090018905812
65,5,"Ambos",2000,"Brasil",0.0251973911178279,2.59084397643625,0.118776682792473,72037.3680186361,8556.35961035419,339573.234798118,0.863070110961721,1202438.34435965,16.6918694759722
70,5,"Ambos",2000,"Brasil",0.0343898219185264,2.58607201117123,0.158768974074764,63481.0084082819,10078.8145782144,293075.509436843,0.806258424930394,862865.10956153,13.5924921672945
75,5,"Ambos",2000,"Brasil",0.0537199443052758,2.58019399762501,0.237700584326624,53402.1938300675,12693.7326777307,236294.598624221,0.708731629957546,569789.600124687,10.6697788846996
80,5,"Ambos",2000,"Brasil",0.0864781064944538,2.50920106636382,0.355759983144636,40708.4611523369,14482.4414533994,167469.456033109,0.580846902595534,333495.001500466,8.19227728241753
85,5,"Ambos",2000,"Brasil",0.133317102314129,2.38932816638916,0.494482321996874,26226.0196989374,12968.3031174663,97274.1148161901,0.414101519483847,166025.545467357,6.33056587973523
90,0,"Ambos",2000,"Brasil",0.192835501107438,5.18576711371654,1,13257.7165814711,13257.7165814711,68751.4306511672,0,68751.4306511672,5.18576711371654
0,1,"Mulheres",2001,"Brasil",0.0234376522044069,0.118890293324187,0.0229634311080616,1e+05,2296.34311080616,97976.6697952106,0.975679549897995,7547063.290196,75.47063290196
1,4,"Mulheres",2001,"Brasil",0.000971066881459723,1.48662241386785,0.00387481043976936,97703.6568891938,378.583149717888,389863.105153787,0.996675259820098,7449086.62040079,76.2416357542157
5,5,"Mulheres",2001,"Brasil",0.000306491444953686,2.26526737503302,0.00153117383749524,97325.0737394759,149.021606642185,486217.83444787,0.998515168443622,7059223.515247,72.5324240097001
