"Year","Country","0","1","5","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90"
1950,"AUS",-3.67221901322083,-6.44402126275,-7.20886037176606,-7.33853819507459,-6.84948637085816,-6.4956456281553,-6.6076506865318,-6.44402126275,-6.07484615604703,-5.62682143352007,-5.18677599181513,-4.72170400224404,-4.30063099646989,-3.83691553294134,-3.38759037825594,-2.92508743398466,-2.45294297458261,-2.05541256388047,-1.56599535459126,-1.17248213723457
1951,"AUS",-3.66087525770434,-6.34813949104671,-7.30823284557926,-7.35404238161056,-6.74224084050456,-6.45667965962192,-6.52931884326189,-6.3538701657557,-6.05760434961253,-5.6664866899125,-5.18142361507654,-4.68963934261454,-4.26299992825224,-3.80946641710305,-3.3740687142739,-2.91969758727799,-2.4288288195683,-2.04222283119723,-1.56312700957085,-1.11841491596429
1952,"AUS",-3.70216734844087,-6.4377516497364,-7.3697907385787,-7.50559227973776,-6.82157758274108,-6.56416557459206,-6.54311216539423,-6.42532912973784,-6.08357983601579,-5.68692535758978,-5.1690450308439,-4.70168108636893,-4.2780270446554,-3.82126864215968,-3.37231842211178,-2.96075130465875,-2.46204986764507,-2.05463186277126,-1.59943807785577,-1.17248213723457
1953,"AUS",-3.73848995466727,-6.45033043194326,-7.33853819507459,-7.5616817463888,-6.80339526365789,-6.61508566501932,-6.64539101451465,-6.53619172254965,-6.16106733149416,-5.76353247906197,-5.23816344372829,-4.74213604106125,-4.32300329422442,-3.8689635159677,-3.43889924884617,-2.96675616531747,-2.49811347727528,-2.10029752355921,-1.61445045425764,-1.19694818938897
1954,"AUS",-3.78275066972401,-6.48904494412395,-7.46987419713568,-7.5810998322459,-6.88795265168596,-6.69264389936519,-6.62257633674847,-6.50897915902477,-6.16581793425276,-5.73837391942582,-5.26681869948867,-4.75599307572268,-4.34820508619837,-3.89369204874342,-3.43952249598382,-2.94618049472474,-2.47515435834532,-2.09264836916712,-1.6140987573163,-1.17557332980424
1955,"AUS",-3.79069072026062,-6.51571319120611,-7.54263355141811,-7.6211051668596,-6.85896511481271,-6.72543372218818,-6.7338019718587,-6.52931884326189,-6.25023527606534,-5.79589776356401,-5.28441446137905,-4.80728637011023,-4.36379386641282,-3.91052412930441,-3.41763168812558,-2.96792257291472,-2.51813256768663,-2.1107258317196,-1.63066154888573,-1.20297230399235
1956,"AUS",-3.80631255100603,-6.62257633674847,-7.68428406848113,-7.66277786326017,-6.99113688792119,-6.65311306060856,-6.70890442023697,-6.53619172254965,-6.22465843427569,-5.79919265946086,-5.2943253452785,-4.81836340644913,-4.34588758805801,-3.88586804795129,-3.42405667580824,-2.93991920873478,-2.47444159994024,-2.03668861261419,-1.56566029008821,-1.16938135955632
1957,"AUS",-3.80676249477065,-6.61508566501932,-7.6211051668596,-7.68428406848113,-6.88795265168596,-6.70074110959781,-6.67664355801875,-6.45667965962192,-6.21962064024574,-5.81248189157954,-5.31038994778231,-4.83962749720257,-4.35441146764091,-3.91854422241841,-3.4364101374179,-2.98005579416898,-2.53048996140997,-2.12661701017227,-1.65078087596848,-1.20896034583698
1958,"AUS",-3.86466243406831,-6.74224084050456,-7.64172445406234,-7.77525584668686,-6.99113688792119,-6.65311306060856,-6.78553764625789,-6.60027057923418,-6.25023527606534,-5.85344324921061,-5.31241629092754,-4.82208318755166,-4.3949092605049,-3.93734081341244,-3.48577535813745,-3.02454335540811,-2.57282025184211,-2.16674387008263,-1.68583311368781,-1.24415459395877
1959,"AUS",-3.81671282562382,-6.74224084050456,-7.6211051668596,-7.82404601085629,-6.92795798629966,-6.77672701657573,-6.82157758274108,-6.52249287819149,-6.19480547112601,-5.81248189157954,-5.28638879568276,-4.8383640731558,-4.32375772654991,-3.93990820891768,-3.43547831563903,-2.98597998211131,-2.51010138842256,-2.12561114252669,-1.65731599267856,-1.18478998490916
1960,"AUS",-3.88977239649333,-6.77672701657573,-7.64172445406234,-7.79935339826592,-6.96963068270022,-6.82157758274108,-6.79442659367513,-6.60027057923418,-6.28717879125703,-5.79261368836282,-5.31852007386556,-4.84469721655283,-4.37168034261974,-3.92561495894761,-3.46094738606793,-3.02372031009416,-2.56902766245341,-2.14780603920649,-1.71463177531261,-1.18784342239605
1961,"AUS",-3.90306326405667,-6.83079423784601,-7.75172534927667,-7.77525584668686,-7.04701734631564,-6.78553764625789,-6.80339526365789,-6.63012354238386,-6.27117844991059,-5.81919332616753,-5.35594647938467,-4.85363154528659,-4.41207355602618,-3.9460969857619,-3.49068454816369,-3.03198140622911,-2.57544423655419,-2.17692207499839,-1.72383917274408,-1.23256026117785
1962,"AUS",-3.88052433836878,-6.91780561483564,-7.70626297519991,-7.92940652651412,-7.08210866612691,-6.75075153017247,-6.81244509917781,-6.61508566501932,-6.2606520369236,-5.82934569763155,-5.3043354388736,-4.82581685710371,-4.37247242186907,-3.91904762036511,-3.48806331468382,-3.00396607848109,-2.55683238935959,-2.15098050886215,-1.68416145863004,-1.22377543162212
1963,"AUS",-3.91904762036511,-6.96963068270022,-7.75172534927667,-7.84936381884058,-7.07027420847991,-6.77672701657573,-6.80339526365789,-6.62257633674847,-6.2450673059069,-5.80914299031403,-5.29631936388536,-4.82706451790187,-4.36536619378077,-3.8824642031866,-3.48154013434469,-3.02908225323555,-2.55554372938744,-2.16822904049497,-1.70848506603533,-1.23837423104327
